('mildness', 'mean', 'school')
('fan', 'to', 'progress')
('PROPN', 'give', 'you')
('PROPN', 'call', 'what')
('bill', 'reflect', 'impatience')
('preparation', 'begin', 'buyer')
('ally', 'be', 'PROPN')
('investigation', 'show', 'link')
('PROPN', 'have', 'lawyer')
('PROPN', 'categorize', 'withdrawal')
('burglar', 'steal', 'barrel')
('PROPN', 'have', 'appeal')
('ambition', 'would', 'whatever')
('PROPN', 'report', 'loss')
('PROPN', 'average', '3.88')
('attempt', 'fail', 'election')
('PROPN', 'make', 'statement')
('retailer', 'have', 'consumer')
('boss', 'didn', 't')
('mistress', 'have', 'PROPN')
('mistress', 'seek', 'return')
('PROPN', 'pay', 'tribute')
('PROPN', 'do', 'voter')
('bird', 'may', 'egg')
('club', 'hire', 'bouncer')
('glimpse', 'prompt', 'squeal')
('PROPN', 'heal', 'rift')
('PROPN', 'have', 'attention')
('drop', 'push', 'gold')
('clearance', 'find', 'PROPN')
('mother', 'tell', 'dispatch')
('candidate', 'would', 'voter')
('rival', 'skip', 'event')
('company', 'capture', 'revenue')
('athlete', 'have', 'asylum')
('athlete', 'be', 'asylum')
('bailout', 'may', 'economy')
('voter', 'remain', 'economy')
('PROPN', 'to', 'something')
('supporter', 'carry', 'sign')
('union', 'reject', 'request')
('patient', 'exhibit', 'sign')
('yawning', 'have', 'laugh')
('PROPN', 'study', 'sediment')
('rebel', 'begin', 'uprising')
('player', 'have', 'way')
('PROPN', 'have', 'lawsuit')
('administration', 'could', 'gear')
('PROPN', 'run', 'furlong')
('nadal', 'have', 'order')
('marathon', 'be', 'morning')
('speech', 'will', 'version')
('group', 'be', 'campaign')
('brush', 'touch', 'canvas')
('broyle', 'miss', 'game')
('investor', 'sell', 'dollar')
('jury', 'to', 'conclusion')
('trust', 'threaten', 'businessman')
('evening', 'contain', 'sprinkling')
('hundred', 'storm', 'terminal')
('PROPN', 'execute', '%')
('identification', 'have', 'place')
('mother', 'inform', 'she')
('number', 'accept', 'assessment')
('reference', 'have', 'dash')
('preparation', 'have', 'million')
('preparation', 'have', 'road')
('entry', 'include', 'answer')
('PROPN', 'would', 'rate')
('PROPN', 'withdraw', 'supply')
('PROPN', 'to', 'role')
('PROPN', 'tell', 'reporter')
('bank', 'hand', 'yuan')
('line', 'have', 'cup')
('campaign', 'must', 'donor')
('PROPN', 'might', 'ratio')
('PROPN', 'make', 'request')
('company', 'to', 'technology')
('executive', 'issue', 'warning')
('investor', 'not', 'bid')
('investor', 'increase', 'bid')
('lunch', 'consist', 'apple')
('PROPN', 'win', 'three')
('proposal', 'could', 'people')
('journalist', 'have', 'lunch')
('journalist', 'ask', 'he')
('PROPN', 'win', 'election')
('work', 'have', 'resonance')
('work', 'include', 'novel')
('salt', 'have', 'additive')
('PROPN', 'meet', 'she')
('PROPN', 'put', 'game')
('PROPN', 'finish', 'PROPN')
('other', 'invest', 'hope')
('defendant', 'stamp', 'head')
('member', 'will', 'legislation')
('PROPN', 'be', 'revenge')
('neighbor', 'support', 'view')
('order', 'shut', 'site')
('word', 'fail', 'I')
('group', 'would', 'euro')
('PROPN', 'might', 'mean')
('PROPN', 'have', 'PROPN')
('troop', 'occupy', 'much')
('troop', 'set', 'administration')
('father', 'have', 'provision')
('PROPN', 'give', 'worm')
('PROPN', 'bring', 'wealth')
('barrier', 'would', 'water')
('resolution', 'do', 'goal')
('user', 'can', 'result')
('monk', 'would', 'calling')
('manufacturer', 'have', 'extra')
('edition', 'will', 'film')
('PROPN', 'liken', 'township')
('reader', 'vote', 'PROPN')
('PROPN', 'earn', '2')
('PROPN', 'tell', 'PROPN')
('player', 'would', 'that')
('government', 'have', 'dialogue')
('reference', 'mean', 'medication')
('botanist', 'would', 'flora')
('PROPN', 'kill', 'firefighter')
('PROPN', 'turn', 'hill')
('PROPN', 'receive', 'loan')
('deal', 'would', 'control')
('coroner', 'record', 'verdict')
('PROPN', 'bring', 'résumé')
('woman', 'have', 'risk')
('PROPN', 'deny', 'claim')
('thousand', 'line', 'street')
('PROPN', 'describe', 'portrait')
('percent', 'control', 'rest')
('PROPN', 'will', 'PROPN')
('other', 'see', 'motivation')
('ship', 'be', 'sailor')
('PROPN', 'think', 'what')
('people', 'do', 'influence')
('president', 'have', 'tenure')
('PROPN', 'win', 'screenplay')
('PROPN', 'tighten', 'wallet')
('PROPN', 'can', 'example')
('PROPN', 'coach', 'PROPN')
('bullet', 'enter', 'body')
('police', 'search', 'home')
('PROPN', 'have', 'PROPN')
('nation', 'draw', 'attention')
('t', 'provide', 'specific')
('PROPN', 'have', 'practice')
('PROPN', 'join', 'organization')
('applicant', 'include', 'person')
('PROPN', 'do', 'responsibility')
('PROPN', 'attract', 'crowd')
('sector', 'shed', 'job')
('improvement', 'read', 'defense')
('timing', 'make', 'phasing')
('PROPN', 'run', 'that')
('bombing', 'carry', 'echo')
('PROPN', 'have', 'right')
('decision', 'should', 'call')
('project', 'anger', 'PROPN')
('operation', 'employ', 'people')
('center', 'will', 'event')
('host', 'would', '114')
('party', 'to', 'development')
('party', 'eliminate', 'cost')
('party', 'realize', 'economy')
('pointer', 'put', 'PROPN')
('PROPN', 'tell', 'detective')
('item', 'would', 'boost')
('party', 'to', 'candidate')
('violence', 'have', 'PROPN')
('PROPN', 'could', 'firepower')
('PROPN', 'have', 'subsidiary')
('attacker', 'drag', 'PROPN')
('PROPN', 'tell', 'PROPN')
('PROPN', 'scratch', 'note')
('juror', 'deliver', 'verdict')
('growth', 'serve', 'notice')
('company', 'can', 'that')
('future', 'plague', 'investor')
('people', 'want', 'nutrient')
('refugee', 'offer', 'they')
('alliance', 'sell', 'ticket')
('t', 'suffer', 'fool')
('daughter', 'put', 'something')
('campaign', 'succeed', 'more')
('PROPN', 'to', 'role')
('accusation', 'have', 'potential')
('PROPN', 'hire', 'PROPN')
('authority', 'will', 'respect')
('authority', 'not', 'emotion')
('poleksic', 'parry', 'shot')
('party', 'have', 'interest')
('PROPN', 'develop', 'profile')
('team', 'aren', 'play')
('user', 'can', 'advantage')
('approach', 'will', 'line')
('producer', 'be', 'herd')
('PROPN', 'close', 'season')
('director', 'cancel', 'program')
('director', 'notify', 'PROPN')
('investor', 'can', 'trade')
('negotiation', 'settle', 'issue')
('industry', 'realise', 'it')
('PROPN', 'wear', 'mask')
('PROPN', 'have', 'it')
('PROPN', 'work', 'he')
('PROPN', 'regard', 'he')
('PROPN', 'say', 'who')
('announcement', 'appear', 'concern')
('offensive', 'not', 'catastrophe')
('operator', 'do', 'license')
('body', 'appear', 'spell')
('PROPN', 'to', '918,000')
('investor', 'can', 'price')
('t', 'tell', 'you')
('pass', 'let', 'spell')
('mp', 'have', 'claim')
('mp', 'repay', 'claim')
('PROPN', 'pass', 'resolution')
('coffee', 'contain', 'calorie')
('PROPN', 'have', 'responsibility')
('Police', 'have', 'security')
('trooper', 'get', 'passkey')
('people', 'have', 'it')
('people', 'will', 'it')
('company', 'be', 'responsibility')
('result', 'have', 'margin')
('group', 'free', 'whom')
('lane', 'have', 'people')
('drinker', 'can', 'conversation')
('son', 'have', 'fibrosis')
('step', 'should', 'assurance')
('t', 'return', 'response')
('army', 'could', 'that')
('PROPN', 'do', 'profit')
('life', 'take', 'turn')
('skit', 'show', 'age')
('interviewer', 'to', 'homework')
('interviewer', 'know', 'more')
('PROPN', 'question', 'PROPN')
('PROPN', 'suggest', 'perception')
('PROPN', 'sell', 'that')
('outlet', 'use', 'opportunity')
('article', 'contain', 'word')
('fatality', 'have', 'quarter')
('report', 'give', 'answer')
('crime', 'leave', 'community')
('PROPN', 'strengthen', 'penalty')
('PROPN', 'reiterate', 'demand')
('PROPN', 'mean', 'hundred')
('PROPN', 'bring', 'coach')
('trauma', 'play', 'role')
('number', 'give', 'average')
('insurgent', 'have', 'helicopter')
('PROPN', 'travel', 'hour')
('PROPN', 'summon', 'PROPN')
('PROPN', 'see', 'increase')
('subscriber', 'be', 'benefit')
('medium', 'have', 'what')
('broadcaster', 'should', 'amount')
('PROPN', 'have', 'document')
('PROPN', 'thump', 'kick')
('team', 'find', 'spot')
('drama', 'win', 'film')
('PROPN', 'obtain', 'three')
('People', 'should', 'food')
('People', 'practice', 'technique')
('president', 'announce', 'subsidy')
('force', 'be', 'PROPN')
('conversion', 'cost', '7,500')
('government', 'spend', 'more')
('leader', 'will', 'address')
('footage', 'show', 'vehicle')
('PROPN', 'run', 'software')
('executive', 'be', 'prize')
('firefighter', 'prevent', 'fire')
('enclave', 'will', 'state')
('PROPN', 'have', 'agent')
('investor', 'to', 'yield')
('potter', 'be', 'work')
('PROPN', 'pass', 'bill')
('PROPN', 'limit', 'power')
('PROPN', 'give', 'control')
('student', 'make', 'PROPN')
('gramp', 'be', 'set')
('people', 'will', 'lot')
('PROPN', 'make', 'comment')
('PROPN', 'press', 'PROPN')
('PROPN', 'provide', 'student')
('PROPN', 'have', 'stop')
('PROPN', 'to', 'attention')
('husband', 'do', 'what')
('character', 'imply', 'choice')
('budget', 'could', 'university')
('PROPN', 'sell', 'stock')
('t', 'authorize', 'prayer')
('PROPN', 'be', 'capacity')
('PROPN', 'collect', 'bid')
('PROPN', 'start', 'bid')
('PROPN', 'sell', 'much')
('PROPN', 'avoid', 'inquiry')
('couple', 'form', 'strong')
('light', 'would', 'year')
('t', 'enter', 'picture')
('PROPN', 'say', 'it')
('PROPN', 'claim', 'it')
('result', 'don', 'answer')
('t', 'provide', 'answer')
('PROPN', 'step', 'activity')
('PROPN', 'draw', '9.5s')
('candidate', 'have', 'that')
('candidate', 'receive', 'that')
('Police', 'disperse', 'group')
('critic', 'would', 'PROPN')
('proposal', 'have', 'backing')
('PROPN', 'recall', 'surprise')
('substitute', 'not', 'PROPN')
('provision', 'include', 'measure')
('founder', 'see', 'dream')
('PROPN', 'have', 'team')
('penalize', 'law', 'church')
('PROPN', 'have', 'joy')
('PROPN', 'would', 'relation')
('one', 'associate', 'hippie')
('PROPN', 'have', 'remit')
('PROPN', 'make', '7')
('government', 'have', 'right')
('PROPN', 'could', 'album')
('PROPN', 'make', 'it')
('blaze', 'disfigure', 'shop')
('t', 'destroy', 'it')
('PROPN', 'resume', 'career')
('people', 'be', 'therapy')
('tribunal', 'indict', 'whom')
('demonstration', 'take', 'place')
('PROPN', 'will', 'concern')
('airline', 'be', 'refund')
('case', 'can', 'claim')
('PROPN', 'have', 'choice')
('coach', 'have', 'PROPN')
('PROPN', 'create', 'fund')
('PROPN', 'be', 'contribution')
('woman', 'have', 'petition')
('opener', 'get', 'ride')
('PROPN', 'trap', 'PROPN')
('PROPN', 'draw', 'sketch')
('PROPN', 'turn', 'some')
('PROPN', 'will', 'sale')
('family', 'subject', 'she')
('clinic', 'get', 'money')
('driver', 'have', 'time')
('driver', 'have', 'difficulty')
('manufacturer', 'to', 'product')
('judge', 'exclude', 'public')
('female', 'produce', 'egg')
('PROPN', 'have', 'program')
('PROPN', 'will', 'access')
('PROPN', 'advance', 'development')
('alarm', 'be', 'they')
('PROPN', 'score', 'point')
('PROPN', 'roll', '83')
('rewriting', 'would', 'education')
('government', 'be', 'assessment')
('government', 'to', 'company')
('PROPN', 'use', 'word')
('PROPN', 'record', 'loss')
('population', 'be', 'recovery')
('people', 'be', 'recovery')
('son', 'phone', 'she')
('demand', 'have', 'purpose')
('judge', 'refuse', 'request')
('none', 'raise', 'objection')
('violence', 'claim', 'life')
('PROPN', 'mark', 'experience')
('PROPN', 'regain', 'PROPN')
('PROPN', 'call', 'they')
('PROPN', 'send', 'PROPN')
('authority', 'may', 'action')
('official', 'defend', 'preparation')
('PROPN', 'will', 'delegate')
('PROPN', 'circulate', 'proposal')
('PROPN', 'marry', 'PROPN')
('PROPN', 'own', 'reactor')
('PROPN', 'warn', 'user')
('crisis', 'have', 'driver')
('PROPN', 'have', 'intention')
('PROPN', 'take', 'lead')
('PROPN', 'face', 'spell')
('peace', 'mean', 'what')
('bank', 'will', 'that')
('PROPN', 'break', 'back')
('officer', 'be', 'victim')
('turbulence', 'might', 'tone')
('people', 'might', 'plan')
('family', 'grow', 'rice')
('company', 'have', 'audits')
('case', 'could', 'image')
('job', 'have', 'weight')
('machinist', 'want', '401k')
('bird', 'gain', 'confidence')
('market', 'lose', 'ground')
('leader', 'have', 'allegiance')
('improvement', 'could', 'opportunity')
('PROPN', 'be', 'PROPN')
('people', 'want', 'control')
('PROPN', 'have', 'game')
('PROPN', 'trail', 'homer')
('PROPN', 'get', 'homer')
('scientist', 'could', 'fungus')
('majority', 'be', 'gear')
('house', 'make', 'half')
('PROPN', 'refuse', 'request')
('scene', 'describe', 'rump')
('PROPN', 'reach', 'settlement')
('site', 'allow', 'examiner')
('judge', 'have', 'step')
('side', 'be', 'issue')
('man', 'have', 'he')
('man', 'tell', 'he')
('PROPN', 'could', 'camera')
('PROPN', 'take', 'time')
('decision', 'reflect', 'problem')
('PROPN', 'immerse', 'herself')
('hole', 'take', 'year')
('PROPN', 'pick', 'birthday')
('member', 'take', 'credit')
('investor', 'balance', 'prospect')
('advance', 'not', 'environmentalism')
('PROPN', 'undergo', 'surgery')
('PROPN', 'escape', 'innings')
('dollar', 'have', 'role')
('call', 'draw', 'recrimination')
('voter', 'to', 'work')
('helicopter', 'rescue', 'people')
('weather', 'ground', 'they')
('soldier', 'represent', 'all')
('PROPN', 'unleash', 'performance')
('group', 'understand', 'need')
('PROPN', 'to', 'itself')
('industry', 'to', 'itself')
('wildlife', 'be', 'cormorant')
('church', 'strip', 'bare')
('airline', 'have', 'time')
('leak', 'pose', 'risk')
('PROPN', 'make', 'comment')
('d', 'request', 'change')
('triumph', 'clinch', 'order')
('triumph', 'hoist', 'he')
('other', 'have', 'declaration')
('PROPN', 'wage', 'war')
('PROPN', 'have', 'house')
('PROPN', 'drive', '4x4')
('status', 'bring', 'increase')
('citizen', 'have', 'good')
('entity', 'be', 'bidding')
('boy', 'have', 'way')
('people', 'have', 'experience')
('section', 'would', 'use')
('-', 'resist', 'attempt')
('legislature', 'could', 'string')
('rate', 'have', 'influence')
('occupation', 'have', 'determination')
('PROPN', 'tell', 'PROPN')
('PROPN', 'dump', 'project')
('people', 'remember', 'that')
('leak', 'would', 'much')
('response', 'will', 'way')
('PROPN', 'unveil', 'proposal')
('PROPN', 'accuse', 'PROPN')
('plan', 'would', 'road')
('plan', 'modernize', 'school')
('study', 'find', 'woman')
('project', 'will', 'influx')
('firm', 'encourage', 'people')
('report', 'raise', 'warning')
('premier', 'urge', 'PROPN')
('show', 'take', 'place')
('PROPN', 'step', 'battle')
('customer', 'to', 'amount')
('PROPN', 'return', 'starter')
('investor', 'put', 'worry')
('PROPN', 'tell', 'story')
('lawmaker', 'have', 'proposal')
('lot', 'do', 'same')
('PROPN', 'have', 'music')
('PROPN', 'come', 'run')
('PROPN', 'give', 'run')
('film', 'spotlight', 'part')
('t', 'do', 'it')
('PROPN', 'have', 'routine')
('PROPN', 'devalue', 'window')
('PROPN', 'discuss', 'importance')
('PROPN', 'have', 'apology')
('mediaroom', 'offer', 'functionality')
('PROPN', 'show', 'functionality')
('mom', 'invite', 'dozen')
('PROPN', 'have', 'blogger')
('PROPN', 'will', 'charge')
('PROPN', 'recognize', 'PROPN')
('PROPN', 'renounce', 'violence')
('scientist', 'have', 'piece')
('race', 'take', 'place')
('PROPN', 'compound', 'wastefulness')
('rule', 'allow', 'space')
('PROPN', 'build', 'base')
('bud', 'will', 'bolt')
('PROPN', 'find', 'himself')
('woman', 'be', 'husband')
('PROPN', 'run', 'operation')
('PROPN', 'have', 'thousand')
('news', 'await', 'arrival')
('rain', 'knock', 'power')
('PROPN', 'have', 'profession')
('interrogation', 'break', 'law')
('PROPN', 'have', 'dropping')
('PROPN', 'have', 'attorney')
('acid', 'erode', 'surface')
('PROPN', 'call', 'we')
('marjah', 'hear', 'litany')
('leader', 'reiterate', 'call')
('PROPN', 'cofounde', 'PROPN')
('people', 'understand', 'importance')
('PROPN', 'have', '34')
('PROPN', 'have', 'solution')
('PROPN', 'should', 'party')
('medication', 'result', 'enzyme')
('user', 'to', 'intelligence')
('PROPN', 'have', 'billion')
('PROPN', 'have', 'series')
('work', 'explore', 'idea')
('document', 'paint', 'picture')
('PROPN', 'strike', 'two')
('opportunity', 'find', 'evidence')
('development', 'have', 'potential')
('death', 'have', 'nothing')
('action', 'constitute', 'assault')
('series', 'will', 'number')
('president', 'be', 'audience')
('decision', 'call', 'ability')
('gunman', 'kill', 'woman')
('percent', 'give', 'they')
('percent', 'report', 'rise')
('source', 'verify', 'account')
('recession', 'be', 'PROPN')
('PROPN', 'have', 'book')
('service', 'will', 'process')
('customer', 'to', 'copy')
('senator', 'have', 'power')
('ruling', 'will', 'pay')
('charge', 'cause', 'crowd')
('PROPN', 'have', 'quality')
('relay', 'have', 'citizen')
('PROPN', 'be', 'help')
('company', 'to', 'taxis')
('wife', 'buy', 'ticket')
('store', 'carry', 'model')
('PROPN', 'struggle', 'which')
('accusation', 'have', 'career')
('teaching', 'reflect', 'stance')
('aircraft', 'pummel', 'target')
('militant', 'fire', 'rocket')
('takeover', 'bring', 'praise')
('PROPN', 'isn', 't')
('PROPN', 'have', 'churn')
('PROPN', 'win', 'praise')
('PROPN', 'be', 'step')
('exposure', 'could', 'immunity')
('facility', 'will', 'number')
('analyst', 'expect', 'revenue')
('phase', 'include', 'transition')
('PROPN', 'claim', 'that')
('PROPN', 'warn', 'terrorist')
('PROPN', 'be', 'what')
('PROPN', 'to', 'decision')
('chairman', 'will', 'title')
('PROPN', 'lose', 'lead')
('ceremony', 'include', 'tour')
('PROPN', 'unveil', 'database')
('manufacturer', 'must', 'government')
('side', 'would', 'part')
('PROPN', 'have', 'hour')
('PROPN', 'have', 'amount')
('question', 'take', 'significance')
('sale', 'reach', 'unit')
('soldier', 'lose', 'calm')
('worker', 'have', 'leverage')
('plant', 'would', 'capacity')
('consumption', 'can', 'someone')
('religion', 'enjoy', 'tolerance')
('PROPN', 'may', 'chance')
('program', 'target', 'citizen')
('marriage', 'drive', 'he')
('investor', 'pare', 'bet')
('insurer', 'have', 'money')
('thousand', 'take', 'system')
('people', 'besiege', 'station')
('youth', 'throw', 'egg')
('PROPN', 'search', 'catalog')
('PROPN', 'have', 'claim')
('people', 'say', 'PROPN')
('people', 'buy', 'drink')
('PROPN', 'play', 'PROPN')
('PROPN', 'abandon', 'it')
('judge', 'tell', 'they')
('PROPN', 'will', 'squad')
('follower', 'to', 'violence')
('fighting', 'have', 'life')
('fighting', 'displace', 'people')
('medium', 'lend', 'itself')
('organization', 'be', 'what')
('girl', 'have', 'place')
('version', 'round', 'rating')
('version', 'have', 'rating')
('remark', 'reveal', 'way')
('minister', 'be', 'themselves')
('project', 'help', 'people')
('handout', 'cite', 'precedent')
('thief', 'have', 'opportunity')
('policy', 'have', 'impact')
('PROPN', 'turn', 'finding')
('detail', 'will', 'question')
('leadership', 'learn', 'matter')
('PROPN', 'have', 'information')
('PROPN', 'do', 'bunch')
('PROPN', 'will', 'focus')
('People', 'look', 'it')
('People', 'color', 'it')
('conflict', 'have', 'agent')
('brilliance', 'never', 'good')
('department', 'estimate', 'requirement')
('department', 'meet', 'requirement')
('PROPN', 'have', 'ability')
('expansion', 'may', 'shape')
('national', 'hold', 'hostage')
('PROPN', 'describe', 'contribution')
('step', 'would', 'contractor')
('PROPN', 'describe', 'model')
('PROPN', 'be', 'pressure')
('PROPN', 'admit', 'side')
('speed', 'could', 'that')
('PROPN', 'keep', 'himself')
('bus', 'make', 'noise')
('use', 'raise', 'concern')
('school', 'hold', 'assembly')
('PROPN', 'watch', 'broadcast')
('agency', 'be', 'militant')
('index', 'lose', '39.95')
('PROPN', 'drop', '47.69')
('PROPN', 'sack', 'replacement')
('PROPN', 'make', 'bid')
('frustration', 'may', 'chord')
('PROPN', 'give', 'account')
('PROPN', 'move', 'spot')
('t', 'win', 'division')
('game', 'take', 'approach')
('goal', 'cap', 'scoreline')
('ban', 'be', 'opposition')
('PROPN', 'be', 'net')
('union', 'would', 'they')
('euro', 'have', 'that')
('borrower', 'pay', '3.98')
('t', 'say', 'anything')
('PROPN', 'have', 'openness')
('PROPN', 'dump', 'he')
('scissor', 'have', 'design')
('aquascaper', 'trim', 'moss')
('thousand', 'pack', 'bleacher')
('decision', 'end', 'distinction')
('decision', 'help', 'she')
('employer', 'to', 'job')
('t', 'have', 'PROPN')
('PROPN', 'shrug', 'many')
('PROPN', 'have', 'year')
('PROPN', 'shake', 'lake')
('PROPN', 'send', 'landslide')
('grizzly', 'have', 'hole')
('PROPN', 'flip', 'PROPN')
('PROPN', 'flip', 'PROPN')
('attack', 'invalidate', 'commitment')
('PROPN', 'will', 'other')
('child', 'make', 'most')
('teenager', 'have', 'list')
('cleric', 'imagine', 'it')
('lender', 'produce', 'paperwork')
('logging', 'could', 'tribe')
('proposal', 'meet', 'resistance')
('police', 'subdue', 'he')
('regulator', 'be', 'concern')
('regulator', 'will', 'concern')
('firefighter', 'spend', 'hour')
('veteran', 'push', 'season')
('veteran', 'have', 'one')
('passage', 'spare', 'PROPN')
('PROPN', 'tell', 'PROPN')
('child', 'have', 'contact')
('resident', 'have', 'week')
('repositioning', 'echo', 'shift')
('agency', 'put', 'control')
('PROPN', 'have', 'PROPN')
('PROPN', 'tell', 'reporter')
('player', 'tap', 'screen')
('t', 'call', 'I')
('PROPN', 'should', 'document')
('PROPN', 'have', 'chance')
('case', 'contain', 'pizza')
('minister', 'have', 'attention')
('bank', 'would', '%')
('PROPN', 'announce', 'addition')
('group', 'use', 'fund')
('decision', 'will', 'any')
('conflict', 'have', 'people')
('PROPN', 'take', 'lead')
('PROPN', 'advise', 'he')
('PROPN', 'play', 'role')
('development', 'trust', 'association-1')
('people', 'to', 'summer')
('PROPN', 'beat', 'PROPN')
('PROPN', 'will', 'production')
('firefighter', 'rescue', 'mother')
('provider', 'deliver', 'music')
('PROPN', 'have', 'force')
('PROPN', 'having', 'that')
('PROPN', 'will', 'that')
('PROPN', 'tell', 'abcnews.com')
('city', 'should', 'PROPN')
('appointment', 'offer', 'indication')
('minister', 'view', 'issue')
('PROPN', 'oppose', 'approach')
('PROPN', 'will', 'vote')
('PROPN', 'shrug', 'it')
('publisher', 'print', 'copy')
('PROPN', 'to', 'control')
('wedding', 'take', 'place')
('percent', 'begin', 'habit')
('PROPN', 'have', 'which')
('police', 'have', 'man')
('president', 'call', 'resolution')
('service', 'do', 'much')
('PROPN', 'welcome', 'advice')
('PROPN', 'win', 'election')
('mother', 'work', 'time')
('leader', 'cause', 'storm')
('check', 'have', 'trace')
('PROPN', 'extend', 'it')
('PROPN', 'withhold', 'information')
('People', 'be', 'letter')
('People', 'be', 'letter')
('PROPN', 'land', 'nomination')
('PROPN', 'have', 'bill')
('gust', 'can', 'you')
('academy', 'announce', 'promotion')
('PROPN', 'replace', 'she')
('t', 'make', 'much')
('trader', 'worry', 'fallout')
('PROPN', 'save', 'life')
('case', 'raise', 'question')
('t', 'do', 'that')
('faction', 'could', 'majority')
('man', 'have', 'disharmony')
('parent', 'accompany', 'he')
('recession', 'be', 'pressure')
('PROPN', 'will', 'investigation')
('PROPN', 'have', 'proportion')
('PROPN', 'reach', 'final')
('PROPN', 'be', 'mistake')
('police', 'fire', 'teargas')
('PROPN', 'have', 'PROPN')
('PROPN', 'score', 'point')
('PROPN', 'have', 'PROPN')
('PROPN', 'say', 'PROPN')
('windmill', 'can', '3,000')
('user', 'stream', 'kind')
('champion', 'hand', 'PROPN')
('set', 'could', 'all')
('detail', 'look', 'all')
('firm', 'be', 'thousand')
('half', 'raise', 'head')
('authority', 'see', 'it')
('PROPN', 'leave', 'PROPN')
('number', 'have', 'that')
('scientist', 'have', 'subject')
('drought', 'deplete', 'pasture')
('PROPN', 'have', 'advantage')
('defeat', 'energize', 'opposition')
('PROPN', 'have', 'construction')
('people', 'to', 'habit')
('PROPN', 'have', 'recall')
('PROPN', 'win', 'player')
('PROPN', 'have', 'enthusiasm')
('PROPN', 'declare', 'independence')
('man', 'spend', 'reception')
('people', 'view', 'street')
('PROPN', 'would', 'nominee')
('PROPN', 'would', 'PROPN')
('film', 'bring', 'critic')
('thunder', 'draw', 'crowd')
('PROPN', 'could', 'some')
('firm', 'shut', 'factory')
('court', 'have', 'decision')
('PROPN', 'have', 'police')
('PROPN', 'have', 'threat')
('bailout', 'will', 'billion')
('cac-40', 'rise', 'percent')
('PROPN', 'create', '_')
('government', 'be', 'type')
('pair', 'share', 'sense')
('PROPN', 'have', 'verve')
('malley', 'do', 'funding')
('medium', 'would', 'flight')
('PROPN', 'resemble', 'PROPN')
('protester', 'want', 'transition')
('psychiatrist', 'have', 'jury')
('PROPN', 'should', 'recommendation')
('PROPN', 'dispatch', 'thousand')
('PROPN', 'lead', 'runner')
('clampdown', 'intensify', 'crisis')
('clampdown', 'cloud', 'prospect')
('move', 'will', 'little')
('PROPN', 'may', 'time')
('show', 'get', 'range')
('authority', 'to', 'access')
('lot', 'love', 'reporting')
('PROPN', 'overcome', 'problem')
('PROPN', 'issue', 'statement')
('company', 'would', '500,000')
('people', 'ride', 'bike')
('company', 'compel', 'owner')
('position', 'have', 'tension')
('PROPN', 'have', 'recognition')
('skill', 'have', 'freezer')
('ambulance', 'leave', 'scene')
('attack', 'leave', 'crater')
('attack', 'tear', 'hole')
('strength', 'cross', 'range')
('furlough', 'will', 'quarter')
('PROPN', 'meet', 'counterpart')
('PROPN', 'report', 'breakthrough')
('PROPN', 'win', '17')
('society', 'believe', 'that')
('PROPN', 'love', 'debate')
('line', 'will', 'wardrobe')
('line', 'keep', 'you')
('buddy', 'spot', 'cat')
('athlete', 'use', 'steroid')
('hearing', 'do', 'detainee')
('PROPN', 'have', 'career')
('PROPN', 'will', 'blood')
('moon', 'tick', 'list')
('police', 'draw', 'question')
('bird', 'eat', 'eye')
('PROPN', 'urge', 'PROPN')
('official', 'bat', 'idea')
('official', 'mediate', 'agreement')
('PROPN', 'approve', 'which')
('law', 'slap', 'violator')
('t', 'move', 'foot')
('amount', 'have', 'guarantee')
('villager', 'board', 'truck')
('PROPN', 'name', 'team')
('PROPN', 'invent', 'firework')
('PROPN', 'give', 'win')
('PROPN', 'caution', 'reader')
('assumption', 'include', 'factor')
('result', 'could', 'reader')
('PROPN', 'do', 'work')
('PROPN', 'undo', 'much')
('sme', 'be', 'time')
('PROPN', 'take', 'year')
('trader', 'would', 'career')
('PROPN', 'tell', 'PROPN')
('customer', 'have', 'complaint')
('company', 'submit', 'proposal')
('company', 'receive', 'counterproposal')
('PROPN', 'have', 'mechanism')
('candidate', 'have', 'mantle')
('poll', 'show', 'mantle')
('user', 'to', 'direction')
('user', 'find', 'way')
('PROPN', 'isn', 'it')
('encyclical', 'create', 'firestorm')
('PROPN', 'do', 'navy')
('t', 'resent', 'any')
('man', 'have', 'injury')
('rivera', 'live', 'PROPN')
('rich', 'await', 'man')
('force', 'take', 'responsibility')
('kidnapping', 'spark', 'manhunt')
('people', 'occupy', 'mile')
('emirate', 'dazzle', 'world')
('Police', 'carry', 'shield')
('stall', 'sell', 'wine')
('PROPN', 'limit', 'cap')
('user', 'can', 'that')
('PROPN', 'have', 'cap')
('People', 'may', 'shock')
('PROPN', 'hold', 'share')
('government', 'have', 'source')
('spokesman', 'criticise', 'plan')
('science', 'have', 'cause')
('science', 'have', 'cause')
('science', 'find', 'cause')
('sale', 'would', 'flexibility')
('wife', 'have', 'birth')
('t', 'remember', 'name')
('PROPN', 'call', 'she')
('PROPN', 'urge', 'editor')
('PROPN', 'have', 'surgery')
('society', 'to', 'which')
('witness', 'tell', 'police')
('car', 'drive', 'fire')
('car', 'open', 'fire')
('PROPN', 'give', '88,000')
('restaurant', 'offer', 'series')
('PROPN', 'will', 'game')
('driver', 'minimise', 'distraction')
