subject_lemma,verb_lemma,object_lemma
distributor,will,some
PROPN,do,campaigning
PROPN,line,kick
hand,do,some
understanding,give,edge
PROPN,have,PROPN
series,have,feeling
account,show,deficit
PROPN,warn,juror
case,await,they
jury,indict,man
quarter,include,sale
PROPN,arrange,knot
couple,tie,knot
tension,have,worry
attack,take,place
didn,have,it
politician,have,follower
field,play,round
meeting,take,place
PROPN,would,channel
people,be,form
PROPN,have,grit
convention,will,afterlife
case,mark,time
PROPN,charge,person
PROPN,have,plan
son,suffer,month
PROPN,can,period
restaurant,boast,view
candidate,have,say
PROPN,need,point
PROPN,could,emphasis
property,would,that
t,',childhood
none,make,10
dealer,have,advantage
government,must,school
government,could,government
child,be,lifestyle
PROPN,go,profit
company,have,liquidity
government,bail,PROPN
web,block,sun
PROPN,pull,operator
reader,can,video
percent,have,sort
couple,have,plea
nation,be,anniversary
woman,have,symptom
PROPN,rebut,suggestion
name,mean,what
project,utilize,telemedicine
nation,to,goal
PROPN,to,job
neighbor,call,police
researcher,note,tumor
incidence,may,occurrence
search,yield,rifle
part,would,penalty
firehouse,have,any
move,could,election
discrepancy,be,student
t,be,money
PROPN,ask,I
PROPN,do,sight
array,connect,she
PROPN,authorize,project
PROPN,never,it
candidate,blame,decision
PROPN,say,goodbye
top,take,year
stress,can,impact
sum,make,transaction
PROPN,be,concession
PROPN,aren,that
year,will,study
PROPN,release,result
heritage,do,what
PROPN,deny,link
one,give,copy
coup,have,economy
evening,showcase,some
minister,brief,mps
t,get,he
decision,give,time
investor,use,commodity
embassy,issue,statement
government,will,burden
PROPN,require,level
chancellor,might,shock
PROPN,tell,audience
deal,outline,term
finish,prove,blow
crisis,be,bank
lot,have,time
act,mean,what
thousand,make,it
PROPN,have,vision
PROPN,send,PROPN
move,would,role
victory,have,number
version,will,ability
PROPN,throw,innings
sale,hit,18.57bn
authority,react,site
authority,shut,site
player,have,point
friend,to,time
PROPN,do,pang
parent,stay,it
parent,live,it
parent,never,it
PROPN,turn,that
people,be,she
PROPN,seize,sailor
mortgage,be,rate
PROPN,have,hit
PROPN,have,goal
president,can,scramble
member,can,advice
member,support,other
bank,make,change
PROPN,face,no
PROPN,have,order
PROPN,have,team
PROPN,command,team
government,halt,search
PROPN,allow,seven
PROPN,strike,seven
wife,be,he
line,to,hurdle
man,run,sack
PROPN,blame,decline
stripe,make,sense
PROPN,have,smirk
PROPN,cite,charity
PROPN,welcome,move
stint,could,credibility
plan,might,performance
insurance,can,patient
local,know,other
local,walk,town
lot,dread,that
total,approach,"30,000"
PROPN,win,silver
PROPN,outline,fate
scientist,be,additive
man,have,blood
lie,can,humanity
PROPN,telephone,worker
pitch,put,PROPN
PROPN,admit,himself
storm,churn,seabed
storm,cover,they
storm,kill,they
hue,proclaim,I
opponent,have,party
terrorist,could,drone
robotic,offer,way
result,move,PROPN
study,criticize,plan
official,to,job
reactor,contain,trace
survey,include,employer
percent,spend,hour
PROPN,mean,pot
PROPN,kick,one
PROPN,tell,PROPN
PROPN,have,which
PROPN,get,chorus
turnout,could,participation
turnout,exceed,participation
researcher,have,factor
government,have,man
PROPN,make,choice
t,doesn,choice
police,want,who
PROPN,bail,money
relationship,confound,prediction
failure,would,PROPN
penalty,apply,100
penalty,cost,100
dispatcher,identify,location
program,include,statement
people,never,it
ersun,be,completion
player,make,difference
virus,have,course
board,meet,decision
board,reach,decision
detail,tell,tale
PROPN,have,ability
odierno,address,complication
statement,include,expectation
PROPN,require,country
critic,say,country
regime,to,atrocity
PROPN,will,market
people,expect,lot
grandfather,give,croft
organization,have,enough
other,have,connection
PROPN,have,detail
dip,come,expectation
dip,confound,expectation
change,allow,they
change,sack,they
number,reflect,behavior
analysis,highlight,incongruity
PROPN,find,incongruity
PROPN,record,album
PROPN,have,player
student,will,question
team,will,shot
PROPN,would,supplier
SADC,call,summit
league,would,evidence
graduate,to,work
fair,attract,thousand
PROPN,have,man
snowstorm,dump,foot
supporter,would,thumping
confusion,be,uncertainty
PROPN,t,boom
mechanism,contain,mystery
sheiler1,have,farm
thing,have,dial
PROPN,gain,enlightenment
PROPN,want,list
side,would,point
farmer,be,we
pain,force,PROPN
coach,never,she
researcher,have,application
police,have,shopkeeper
mannequin,must,curve
minister,blunt,opposition
woman,say,rating
roommate,commit,suicide
city,need,what
PROPN,win,event
thing,be,child
plenty,have,both
government,implement,change
PROPN,have,life
PROPN,make,mistake
PROPN,bring,bit
action,will,much
PROPN,rejoin,team
movie,have,imagination
movie,borrow,material
month,rob,he
weight,balloon,pack
mother,give,child
PROPN,see,need
people,have,complex
PROPN,assemble,alliance
PROPN,turn,program
people,board,vessel
sleeping,have,baby
-,mail,I
architecture,support,translation
letter,clarify,protection
PROPN,do,port
PROPN,have,start
PROPN,do,war
advantage,lose,strength
company,have,projector
term,could,anything
PROPN,post,win
PROPN,have,idea
report,investigate,prospect
report,provide,profile
PROPN,will,innings
investigator,have,man
investigator,question,man
investigator,clear,man
authority,recover,second
rationale,echo,theory
PROPN,have,title
patient,show,trend
PROPN,expect,justice
PROPN,manage,network
PROPN,have,"750,000"
PROPN,earn,title
PROPN,edge,fellow
company,hire,they
government,have,track
PROPN,have,striker
people,wet,bed
staff,seek,language
win,lift,PROPN
opposition,want,referendum
show,play,ovation
show,elicit,ovation
landlord,may,country
PROPN,work,someone
dealer,would,name
PROPN,sign,it
PROPN,have,support
humanity,take,challenge
writer,record,ideal
PROPN,allow,journalist
PROPN,will,ireader
PROPN,beat,PROPN
quarter,put,restriction
child,use,allowance
percent,designate,money
skin,to,pigment
PROPN,redefine,term
reporter,find,reason
company,owe,5
program,prevent,sale
PROPN,pressure,he
choice,withdraw,name
PROPN,lead,spectator
president,could,PROPN
PROPN,will,stadium
PROPN,might,venue
government,destroy,place
wife,call,he
PROPN,have,that
PROPN,wear,shoe
people,see,mum
admission,total,"10,262"
deal,open,way
people,give,much
PROPN,pose,risk
developer,exceed,number
PROPN,do,directive
campaign,do,comment
survey,have,decline
press,can,summary
cut,will,that
PROPN,might,life
PROPN,see,it
PROPN,have,time
mayor,tell,PROPN
accident,occur,PROPN
review,examine,subsystem
PROPN,have,benefit
cd,cost,euro
company,sell,that
PROPN,can,that
crew,treat,victim
proposal,leave,question
PROPN,be,possibility
PROPN,be,payment
company,have,safeguard
PROPN,forget,weakness
folk,truck,it
folk,fly,it
PROPN,have,project
authority,wire,dealer
documentary,do,picture
sander,write,check
PROPN,tuck,which
PROPN,will,astronaut
PROPN,offset,price
injury,will,surgery
injury,could,timetable
PROPN,would,PROPN
album,go,platinum
bank,have,lending
bank,use,that
review,find,match
gunman,open,fire
child,would,life
PROPN,approve,delivery
investor,be,meeting
husband,be,class
PROPN,could,frustration
quarter,report,volunteer
PROPN,win,major
economy,should,summit
analyst,have,profit
PROPN,miss,jumper
PROPN,lose,jumper
leader,make,appearance
PROPN,give,run
print,reveal,clause
team,have,agent
surgeon,improve,training
surgeon,provide,information
tightening,will,family
husband,don,sweater
employer,fire,you
PROPN,celebrate,veteran
PROPN,remember,veteran
PROPN,have,government
market,take,you
PROPN,be,case
veteran,split,vote
consignment,would,way
price,have,deal
fertilizer,require,deal
demand,have,deal
campaign,end,this
voter,will,opportunity
country,have,aid
country,have,money
father,may,daughter
mother,be,jewish
PROPN,have,home
PROPN,commit,foul
network,involve,synapsis
idea,cross,mind
acreage,will,feel
acreage,set,quadrangle
bullet,have,back
bullet,exit,back
foreigner,be,PROPN
inauguration,change,nothing
PROPN,postpone,tour
PROPN,raise,tempo
PROPN,tell,judge
PROPN,boost,purchase
t,have,sale
none,make,sense
PROPN,tell,police
queen,give,bag
stock,have,run
figure,include,traveller
occupation,bring,slump
PROPN,be,discovery
revision,send,100
revision,push,price
PROPN,lose,race
PROPN,have,history
unwinding,have,currency
visit,manage,place
man,have,contribution
service,set,example
dictatorship,have,everything
politician,set,example
album,to,store
network,be,application
PROPN,get,start
PROPN,identify,attacker
PROPN,lead,PROPN
programme,come,documentary
club,need,name
businesswoman,tell,hearing
belief,have,day
scrutiny,could,head
guy,have,weakness
government,dislodge,PROPN
government,end,ability
consumer,face,choice
food,take,chunk
doctor,have,saline
drive,produce,progress
farmer,do,any
traveler,check,bag
voter,to,what
system,highlight,error
PROPN,will,official
t,mean,it
PROPN,shed,salary
PROPN,retain,control
president,be,signal
PROPN,do,they
PROPN,have,point
record,have,point
force,control,PROPN
PROPN,report,result
gentleman,call,I
gentleman,prefer,blonde
PROPN,swat,shot
doll,have,heart
mom,take,they
fact,to,she
PROPN,agree,PROPN
PROPN,name,PROPN
return,follow,deal
PROPN,can,time
PROPN,have,follow
PROPN,be,they
PROPN,claim,they
PROPN,seize,control
PROPN,introduce,version
PROPN,make,that
t,beat,golfer
shopper,pass,pavement
PROPN,have,overtime
PROPN,condemn,execution
PROPN,have,right
PROPN,give,money
production,account,concern
figure,have,concern
eminence,have,he
t,know,end
team,lose,game
PROPN,could,trigger
conductor,have,history
movie,target,medium
PROPN,be,that
offer,provide,value
PROPN,defend,visit
percent,will,plan
PROPN,have,more
PROPN,transfer,power
court,legalize,presidency
PROPN,lead,challenger
survey,suggest,challenger
challenger,stand,chance
researcher,stop,study
delay,may,chance
PROPN,win,poll
PROPN,start,work
PROPN,make,retooling
brother,say,what
military,have,region
PROPN,will,"1,000"
second,accuse,PROPN
farmer,cease,round
sector,post,gain
PROPN,have,player
PROPN,adapt,which
employee,face,charge
PROPN,appear,emotion
PROPN,show,emotion
resident,face,indignity
PROPN,need,change
move,would,institution
figure,show,improvement
rally,to,sense
seed,look,game
PROPN,retire,game
government,confirm,attack
glass,litter,street
authority,mount,effort
PROPN,never,imagination
drug,have,risk
province,start,investigation
PROPN,overcome,condition
attack,take,place
trip,have,visit
member,want,what
government,to,resource
t,didn,infection
suffragette,chain,herself
authority,break,part
PROPN,may,ice
PROPN,destroy,tank
t,know,thing
people,show,gratitude
PROPN,have,career
grape,to,maturity
PROPN,have,grandchild
lot,do,what
PROPN,make,3million
probe,be,edge
family,navigate,system
verdict,send,message
jihadist,view,whom
PROPN,condemn,killing
leader,be,victory
PROPN,clash,hope
protester,block,access
worshipper,celebrate,mass
rabbi,establish,community
PROPN,shoot,itself
PROPN,receive,fee
people,be,lot
people,support,this
people,oppose,veto
PROPN,cut,rate
bank,could,effort
people,will,mind
PROPN,must,all
PROPN,get,degree
company,distribute,which
PROPN,close,stack
PROPN,announce,"530,000"
PROPN,have,he
PROPN,be,cool
PROPN,have,difficulty
PROPN,translate,page
PROPN,could,that
employee,exceed,estimate
deal,have,concern
juror,hear,client
president,receive,football
result,reflect,share
variation,offer,chance
PROPN,have,call
PROPN,might,answer
candidate,will,candidacy
PROPN,get,hand
catch,condemn,PROPN
student,familiarize,themselves
PROPN,would,himself
officer,be,minister
PROPN,see,good
spokeswoman,blast,move
raid,leave,person
raid,cause,damage
life,take,twist
PROPN,will,she
lawmaker,have,asset
insurer,provide,service
house,should,kind
PROPN,slide,point
police,be,everyone
administration,be,company
relative,put,what
PROPN,grab,veil
widow,announce,plan
PROPN,tell,jury
factory,be,regulation
factory,dump,sewage
factory,turn,river
mother,have,that
result,obstruct,request
taxpayer,to,average
flight,last,minute
flight,cost,95
couple,saunter,66
couple,shoot,66
scientist,discover,connection
million,have,it
PROPN,integrate,PROPN
PROPN,keep,word
troop,launch,series
team,receive,piece
bank,could,payment
PROPN,find,voice
country,take,issue
diplomat,visit,PROPN
PROPN,take,flight
PROPN,launch,operation
police,will,gateway
head,tell,PROPN
PROPN,grant,license
PROPN,grab,ace
PROPN,discard,club
PROPN,persuade,he
PROPN,announce,plan
PROPN,win,gold
reward,outweigh,drawback
PROPN,win,opener
column,have,inbox
PROPN,have,episode
PROPN,abandon,idea
PROPN,produce,that
PROPN,score,seven
ponce,wouldn,t
PROPN,sweep,glass
PROPN,replace,tire
People,have,right
yeast,build,flavour
yeast,enhance,flavour
PROPN,sign,deal
pressure,could,PROPN
PROPN,express,concern
plan,have,official
examiner,come,s
school,might,he
man,accuse,another
child,be,he
endowment,supply,third
man,to,office
PROPN,pull,appearance
PROPN,have,appearance
PROPN,reiterate,position
PROPN,laud,legislation
father,found,which
people,would,money
PROPN,reach,milestone
cluster,sweep,tornado
cluster,spawn,tornado
analysis,show,efficacy
voice,assault,I
counterpartie,have,displeasure
authority,treat,grandparent
mother,have,they
ingredient,can,risotto
student,to,imperfection
manuscript,obsess,he
PROPN,ban,climb
climber,carry,torch
suspect,show,image
suspect,pay,32
settler,storm,home
landlord,to,programming
senator,can,deal
employee,will,much
PROPN,hurt,itself
team,could,itself
deal,include,rebate
PROPN,have,share
datum,lag,claim
animal,attack,boy
PROPN,will,re
PROPN,take,shock
recession,kill,humour
PROPN,incorporate,solution
PROPN,will,recovery
PROPN,will,treatment
PROPN,be,spending
state,be,rain
survivor,do,people
PROPN,to,game
company,be,that
group,will,lab
PROPN,play,that
woman,brand,pensioner
pair,trade,break
resident,call,that
candidate,put,hand
daughter,say,she
PROPN,donate,PROPN
PROPN,describe,film
company,undertake,duty
PROPN,have,way
researcher,could,themselves
PROPN,sell,stake
society,can,setback
party,will,proposal
drone,be,missile
drone,fire,missile
PROPN,lay,evidence
investigator,bring,charge
bank,will,dividend
summiteer,claim,success
family,will,tour
bank,back,buy
debate,approach,climax
salt,do,more
other,blame,violence
PROPN,have,limit
absence,trigger,crisis
win,end,year
community,will,move
PROPN,can,benefit
hundred,flee,area
champion,reach,semifinal
earth,telegraph,idea
meteorite,would,fume
police,seize,computer
zone,have,geology
company,maintain,that
army,to,defence
reveller,swarm,street
city,launch,carnival
PROPN,do,what
meeting,carry,weight
part,provide,statistic
analyst,estimate,2.11
PROPN,combine,value
shirt,rip,back
authority,have,site
authority,confine,dissident
authority,force,they
PROPN,have,loss
PROPN,have,four
PROPN,put,announcement
program,to,electricity
PROPN,contract,percent
PROPN,hurt,back
t,have,it
strength,have,detective
PROPN,tell,audience
PROPN,blame,militant
phase,will,repair
t,think,I
PROPN,tell,staffer
striker,take,day
child,go,tally
child,make,tally
moose,fear,note
PROPN,fear,owl
moose,see,note
group,have,extension
local,carry,injure
argument,erupt,a
collapse,have,jolt
viewer,to,goal
t,read,book
listener,may,podcast
crew,comprise,PROPN
team,share,foul
archway,greet,visitor
archway,usher,they
PROPN,have,link
principal,have,plenty
crackdown,be,population
PROPN,spend,day
team,have,contract
people,deserve,discourse
PROPN,be,calorie
people,will,tsunami
announcement,raise,hope
manufacturer,move,production
t,know,I
management,have,current
management,forecast,liquidity
combination,be,condition
t,doesn,water
thousand,leave,city
typhoon,leave,passenger
PROPN,write,screenplay
sufferer,tell,PROPN
PROPN,lead,percent
PROPN,will,commemoration
drilling,would,production
family,have,organ
period,see,publication
manufacturer,have,advantage
court,rule,PROPN
man,must,month
court,report,PROPN
survivor,clamor,battle
survivor,wage,battle
PROPN,get,interest
charity,give,future
hole,extend,lead
thousand,conduct,business
club,having,detail
drop,reflect,fall
PROPN,invade,PROPN
selection,include,four
system,cap,emission
euro,be,hand
PROPN,kill,student
blast,take,place
PROPN,lose,amount
pregnancy,leave,her
PROPN,do,any
native,begin,career
majority,see,price
PROPN,leave,PROPN
PROPN,reject,authority
economy,gain,urgency
parent,can,account
hitter,have,average
PROPN,avoid,program
other,call,river
republican,regain,control
people,notice,problem
PROPN,have,acceptance
PROPN,will,agency
winner,will,limb
PROPN,will,address
bank,originate,loan
PROPN,do,check
division,employ,worker
source,tell,PROPN
champion,score,opposition
champion,will,opposition
people,will,form
crew,have,pair
victim,know,attacker
standing,protect,islander
quest,have,many
Police,search,lake
diver,have,body
PROPN,hand,journalist
market,involve,killing
PROPN,finish,season
PROPN,have,power
none,have,virus
union,will,class
hand,have,hour
PROPN,seem,feeling
father,bring,mother
PROPN,rise,mother
PROPN,have,himself
PROPN,cite,journey
woodwing,create,solution
firefighter,practice,triage
lack,cost,place
move,could,tie
PROPN,bury,she
game,draw,60
museum,be,technology
lawyer,use,fact
colonel,receive,letter
t,treat,you
number,show,decline
PROPN,get,%
PROPN,get,rest
business,may,cost
PROPN,credit,tradition
PROPN,have,thing
price,set,record
PROPN,set,stage
PROPN,do,investment
fund,invest,investment
attack,have,offensive
attack,launch,offensive
settlement,follow,decision
PROPN,have,three
t,cause,delay
image,feature,employee
PROPN,have,debate
bill,include,provision
t,know,limit
PROPN,see,face
PROPN,tell,lawmaker
PROPN,will,standard
state,outlaw,practice
PROPN,release,claim
specie,include,salmon
school,have,he
felling,cause,fifth
company,be,cut
PROPN,may,flood
nature,give,you
people,be,they
volunteer,be,they
part,have,rainfall
award,will,contribution
hundred,take,action
PROPN,have,night
defense,make,difference
PROPN,buy,PROPN
guy,aren,niche
parent,have,decision
parent,accuse,council
recruitment,have,effectiveness
demonstrator,be,transportation
declaration,have,speculation
PROPN,measure,foot
layman,could,it
act,represent,threat
act,undermine,legitimacy
passenger,get,man
passenger,throw,man
report,make,account
PROPN,take,spot
one,want,return
PROPN,say,reconciliation
PROPN,turn,package
PROPN,run,save
PROPN,make,save
tourist,may,enough
investor,look,sigh
investor,breathe,sigh
PROPN,have,combine
record,could,that
man,throw,acid
bank,have,control
people,like,that
PROPN,take,it
PROPN,tell,PROPN
PROPN,have,PROPN
charter,could,PROPN
government,will,control
police,set,line
PROPN,have,few
pediatrician,recognize,autism
pediatrician,treat,autism
screening,take,place
index,gain,point
PROPN,have,plenty
crisis,bring,it
tour,would,plan
PROPN,know,way
suspect,shoot,manager
PROPN,will,team
percent,face,trial
housekeeper,tell,police
PROPN,lose,third
PROPN,have,education
PROPN,love,celebrity
confrontation,have,he
harpist,provide,entertainment
country,fight,warming
envoy,hold,talk
matter,can,significance
panamanian,take,pride
contribution,create,appearance
PROPN,must,thousand
PROPN,tell,PROPN
support,reflect,view
PROPN,have,investigation
government,have,application
authority,charge,three
people,have,right
one,have,violation
PROPN,begin,hole
PROPN,have,pavement
debate,make,participant
foray,have,maker
PROPN,be,design
PROPN,consolidate,control
PROPN,have,service
child,love,they
temper,have,he
severity,prompt,some
father,face,charge
PROPN,secure,finance
PROPN,make,it
star,will,role
paper,remember,he
PROPN,claim,responsibility
PROPN,work,delivery
PROPN,hold,run
PROPN,abandon,alliance
PROPN,have,approval
suspect,be,trial
lady,have,that
inflation,lower,value
woman,teach,mother
case,involve,woman
PROPN,receive,point
PROPN,have,that
company,will,access
bank,win,t
drag,destroy,perception
PROPN,own,car
PROPN,consider,issue
critic,fear,reintegration
man,have,part
company,supply,fertilizer
company,originate,fertilizer
company,supply,material
PROPN,reduce,use
t,see,need
PROPN,leave,country
finding,should,program
finding,reduce,fear
PROPN,do,exercise
PROPN,would,it
scheme,could,people
incident,have,debate
teammate,call,he
name,befit,man
medium,adore,PROPN
PROPN,be,load
boyfriend,strangle,girlfriend
victim,want,bull----
management,would,forecast
PROPN,lead,wife
authority,say,wife
par,tell,story
t,have,time
death,haunt,book
specie,represent,link
rise,pose,challenge
rival,can,which
PROPN,propose,bill
city,have,revitalisation
death,throw,uncertainty
PROPN,will,seven
PROPN,continue,trend
protester,hold,marche
t,bring,resolution
PROPN,overcome,question
t,do,it
worker,be,this
country,have,history
visitor,remember,it
PROPN,depict,run
PROPN,could,run
PROPN,leave,PROPN
community,be,lot
supply,have,lot
group,be,time
proposal,spark,debate
PROPN,start,half
suv,have,we
state,can,alternative
prop,would,PROPN
PROPN,drive,insurance
PROPN,need,insurance
union,have,endorsement
PROPN,to,support
book,predicate,shift
partner,know,owner
application,do,impact
PROPN,make,part
PROPN,have,option
PROPN,play,role
accident,kill,two
accident,injure,16
PROPN,drive,PROPN
PROPN,receive,10
manager,be,surge
PROPN,shadow,PROPN
police,search,home
police,find,gun
kid,get,flu
PROPN,be,himself
PROPN,know,himself
investor,have,recourse
candidate,spend,"350,000"
chavista,see,benefit
ruling,reflect,reluctance
PROPN,ban,funding
state,allow,abortion
city,offer,art
embankment,give,way
customer,think,what
public,would,version
committee,be,option
incarnation,require,shoe
father,suffer,effect
family,have,fortune
plan,have,criticism
airline,cut,route
airline,raise,revenue
PROPN,kill,hope
opening,contain,photo
PROPN,emphasize,root
foe,have,attack
bank,lower,rate
PROPN,have,skepticism
water,drag,she
ascendance,would,message
power,blindside,government
country,have,dream
goal,secure,place
faculty,provide,outlet
equity,stage,rally
t,wouldn,backcourt
site,decorate,story
PROPN,expect,excitement
strike,follow,other
result,have,pattern
PROPN,finish,help
PROPN,get,help
PROPN,recognize,cost
voter,admire,achievement
geography,have,impact
PROPN,rent,apartment
PROPN,pooch,kickoff
PROPN,get,letter
PROPN,have,it
PROPN,have,that
company,be,source
ship,rescue,44
PROPN,lead,fighter
PROPN,telephone,PROPN
PROPN,will,mep
water,get,performance
t,do,conflict
bus,swerve,instructor
bus,crash,instructor
bus,kill,instructor
bus,injure,student
appearance,give,chance
girlfriend,tell,police
host,have,themselves
freshman,be,more
freshman,be,more
agency,investigate,crime
agency,fight,violence
coroner,criticise,failure
protester,use,commemoration
idea,get,I
flood,leave,home
PROPN,give,sermon
PROPN,make,visit
PROPN,be,promise
PROPN,have,borehole
PROPN,get,third
resolution,ask,committee
PROPN,support,any
PROPN,encourage,team
lack,be,recovery
PROPN,wear,no
PROPN,have,majority
test,could,cause
candidate,divide,proposal
issue,lead,decliner
PROPN,take,I
PROPN,break,record
PROPN,be,what
employer,reassess,principle
employer,streamline,operation
PROPN,have,bill
PROPN,send,bill
PROPN,reject,plea
PROPN,have,leader
PROPN,have,month
PROPN,receive,star
manager,work,what
PROPN,turn,it
PROPN,run,it
PROPN,miss,pointer
cinemasound,bring,ambience
PROPN,would,accord
investor,didn,thing
PROPN,may,you
doctor,can,nothing
office,refer,inquiry
car,can,pollutant
majority,would,petition
performance,help,it
lawmaker,leave,town
fundamentalist,oppose,consumption
mouse,intimidate,cat
official,shut,most
PROPN,have,many
PROPN,want,expertise
wall,retain,heat
wall,establish,terrace
t,remove,car
t,have,one
PROPN,hear,who
look,set,film
school,be,nightmare
PROPN,sign,deal
dollar,carry,trade
PROPN,oppose,it
PROPN,encounter,what
one,get,job
bank,buy,bond
election,decide,percent
PROPN,have,plenty
boy,weigh,pound
critique,involve,consideration
government,be,protester
PROPN,could,challenge
PROPN,would,vat
share,lead,gain
investor,snap,share
decline,help,exporter
pattaya,evacuate,leader
judge,order,PROPN
approach,have,start
PROPN,play,that
PROPN,have,dividend
director,show,minute
PROPN,say,report
PROPN,show,report
PROPN,will,legacy
PROPN,have,eye
increase,will,4p
PROPN,beat,PROPN
PROPN,will,you
PROPN,say,sedan
deal,undervalue,company
conservative,will,everything
group,table,proposal
official,issue,warning
official,remove,warning
purchase,to,effect
smile,open,match
doctor,would,eye
stubbornness,have,undoing
PROPN,have,vision
taxpayer,have,that
demonstrator,end,march
mine,produce,stone
people,loan,amount
Police,have,worth
claimant,move,support
claimant,risk,support
PROPN,claim,400
guest,deliver,address
business,should,advisor
PROPN,will,sanction
PROPN,have,we
revival,win,PROPN
PROPN,witness,some
country,be,infrastructure
PROPN,take,shot
PROPN,have,they
physicist,do,it
gold,break,960
army,seek,control
reputation,grow,sink
PROPN,score,winner
PROPN,may,decision
PROPN,have,game
leader,have,coup
country,have,coup
PROPN,dominate,10
bank,would,default
PROPN,have,signing
one,answer,door
plaintiff,call,PROPN
PROPN,use,signal
PROPN,have,earplug
t,cause,it
PROPN,rate,economy
place,define,architecture
outfit,can,day
outfit,can,wage
probe,have,"773,177"
voice,could,that
writer,will,fee
PROPN,may,seven
people,compare,they
shooting,occur,detail
shooting,give,detail
PROPN,break,70
protest,have,medium
lab,use,test
support,assure,backer
PROPN,encourage,tourist
gunman,kill,people
gunman,shoot,place
people,save,home
PROPN,have,PROPN
PROPN,make,decision
police,uncover,plot
drug,can,billion
drug,fuel,generation
team,trade,score
stall,sell,ornament
PROPN,deliver,evidence
country,will,program
country,give,program
PROPN,to,animosity
datum,show,price
youngster,need,help
PROPN,visit,office
PROPN,suffer,concussion
family,ask,charity
PROPN,have,science
incident,take,day
people,reject,redefinition
investor,await,meeting
PROPN,see,decline
farmer,plant,acre
player,could,season
PROPN,say,approach
teammate,note,approach
PROPN,surround,show
rating,hit,peak
party,support,offensive
PROPN,ride,globalisation
PROPN,take,remark
PROPN,choose,play
prison,serve,function
expert,discuss,activity
faction,pose,threat
PROPN,do,job
experience,provide,opportunity
finding,pose,question
PROPN,have,kick
PROPN,to,catch
authority,have,they
government,to,more
PROPN,back,PROPN
PROPN,give,"5,000"
PROPN,confirm,"5,000"
PROPN,present,this
device,offer,platform
supporter,may,glimpse
missile,strike,house
software,to,document
PROPN,scratch,ticket
crisis,have,effect
warplane,hit,target
pirate,have,ransom
fanatic,say,thing
PROPN,to,clunker
PROPN,envision,vehicle
member,offer,support
talk,could,way
PROPN,see,point
PROPN,tell,I
PROPN,have,game
loss,helped,result
building,have,post
PROPN,be,row
label,close,door
hadn,do,work
student,raise,that
court,hear,victim
government,have,passage
return,will,position
PROPN,have,PROPN
lot,sell,what
PROPN,win,number
hijacking,underline,ease
government,have,impact
capsule,contain,milligram
PROPN,not,PROPN
TMSÂ,provide,database
investor,will,premium
PROPN,accuse,PROPN
PROPN,unveil,dollar
PROPN,call,what
PROPN,throw,21.68
conversation,illustrate,bond
PROPN,get,relief
government,release,information
PROPN,take,nap
PROPN,feed,dog
judge,have,one
PROPN,lose,that
Police,identify,one
rate,include,bonus
PROPN,describe,it
country,be,access
tale,would,sign
ministry,urge,those
Police,charge,PROPN
feminist,attack,he
PROPN,pick,he
PROPN,be,letter
PROPN,leave,what
PROPN,have,country
PROPN,pursue,humanity
PROPN,raise,eyebrow
PROPN,would,you
percent,spend,month
PROPN,will,some
economy,be,price
family,be,price
PROPN,buy,that
PROPN,share,birthday
outbreak,could,"5,100"
PROPN,tell,crowd
cyclone,may,country
PROPN,lose,topspin
PROPN,win,contest
PROPN,never,detail
instability,create,condition
PROPN,score,run
PROPN,slice,bit
PROPN,place,it
PROPN,begin,campaign
athlete,have,period
decision,would,challenge
decision,would,challenge
scientist,be,issue
disorder,have,number
PROPN,have,lust
PROPN,have,pearch
PROPN,have,pearch
PROPN,ensure,presence
jump,reflect,pressure
PROPN,will,PROPN
PROPN,get,bounce
PROPN,would,help
PROPN,thank,PROPN
PROPN,purse,lip
investment,have,degree
PROPN,draft,model
offering,join,mix
zoo,have,tiger
country,generate,output
PROPN,tell,reporter
PROPN,reveal,story
euro,rise,0.1
euro,gain,0.1
decision,prompt,he
finding,bring,PROPN
diner,will,grocery
people,invest,10
PROPN,have,money
priest,can,that
board,reject,bid
PROPN,do,call
henning,get,group
henning,threaten,group
list,include,linguist
government,will,publication
PROPN,join,invasion
people,analyze,movie
side,face,task
summary,outline,litany
company,be,oil
PROPN,have,list
doctor,report,infection
finding,have,implication
PROPN,have,accord
PROPN,have,degree
PROPN,have,side
team,have,they
sister,have,role
sister,manage,bid
board,have,alternative
expense,contribute,alternative
PROPN,tell,committee
traveler,could,passport
PROPN,commit,fraud
pirate,attack,ship
pirate,damage,ship
PROPN,have,pregnancy
PROPN,delay,age
storm,dump,inch
public,turn,attention
program,be,momentum
program,represent,advancement
importer,must,detail
regulation,be,volume
factory,supply,toy
enterprise,present,opportunity
PROPN,suspend,sentence
PROPN,spend,most
people,would,dose
president,can,impact
devotion,have,income
crewmember,insist,non
handful,spend,night
strike,may,insurgent
PROPN,win,meter
average,dip,point
index,slide,point
recession,become,pain
PROPN,have,statement
shift,create,change
PROPN,lead,PROPN
one,can,you
PROPN,reach,fourth
authority,face,pressure
PROPN,would,burden
PROPN,pass,version
city,have,business
PROPN,commit,suicide
lawyer,find,mastermind
golfer,be,shot
fraud,be,good
t,have,access
people,do,it
opposition,would,he
medium,bash,PROPN
PROPN,lose,ability
parent,bring,we
t,can,people
PROPN,spend,month
prosecutor,notify,court
