subject_lemma,verb_lemma,object_lemma
tour,would,plan
PROPN,know,way
suspect,shoot,manager
PROPN,will,team
percent,face,trial
housekeeper,tell,police
PROPN,lose,third
PROPN,have,education
t,try,l
t,feel,l
PROPN,love,celebrity
confrontation,have,he
harpist,provide,entertainment
country,fight,warming
envoy,hold,talk
matter,can,significance
PROPN,take,pride
contribution,create,appearance
PROPN,must,thousand
crew,scramble,size
PROPN,tell,PROPN
support,reflect,view
operator,will,price
PROPN,have,investigation
government,have,application
authority,charge,three
people,have,right
one,have,violation
PROPN,begin,hole
PROPN,have,pavement
user,to,injury
user,risk,injury
debate,make,participant
PROPN,be,design
PROPN,consolidate,control
PROPN,have,service
child,love,they
temper,have,he
severity,prompt,some
father,face,charge
PROPN,secure,finance
PROPN,make,it
star,will,role
paper,remember,he
PROPN,claim,responsibility
PROPN,profile,family
PROPN,work,delivery
PROPN,hold,run
PROPN,abandon,alliance
PROPN,have,approval
suspect,be,trial
lady,have,that
independent,outnumber,PROPN
PROPN,keep,tugging
inflation,lower,value
woman,teach,mother
case,involve,woman
PROPN,receive,point
PROPN,have,that
company,will,access
bank,win,lend
drag,destroy,perception
t,own,car
PROPN,consider,issue
critic,fear,reintegration
man,have,part
company,supply,fertilizer
company,supply,material
PROPN,reduce,use
t,see,need
program,serve,child
PROPN,leave,country
finding,reduce,fear
PROPN,would,it
asset,could,m
scheme,could,m
incident,have,debate
PROPN,call,he
name,befit,man
medium,adore,PROPN
PROPN,be,load
boyfriend,strangle,girlfriend
management,would,forecast
PROPN,lead,wife
authority,say,wife
par,tell,story
PROPN,unveil,plan
t,have,time
death,haunt,book
specie,represent,link
pattern,force,water
rise,pose,challenge
PROPN,propose,bill
city,have,revitalisation
death,throw,uncertainty
PROPN,say,it
PROPN,will,seven
PROPN,continue,trend
protester,hold,marche
t,bring,resolution
PROPN,overcome,question
railway,would,t
worker,be,this
country,have,history
visitor,remember,it
PROPN,leave,PROPN
community,be,lot
authority,will,autopsy
group,be,time
proposal,spark,debate
PROPN,start,half
suv,have,we
state,can,alternative
PROPN,would,PROPN
people,need,insurance
union,have,endorsement
version,include,protection
version,do,which
PROPN,to,support
concussion,will,PROPN
partner,know,owner
application,do,impact
delphi,make,part
PROPN,have,option
PROPN,play,role
accident,kill,two
accident,injure,16
PROPN,drive,yard
PROPN,receive,10
manager,be,surge
PROPN,shadow,rest
police,search,home
police,find,gun
kid,get,flu
candidate,spend,"350,000"
chavista,see,benefit
ruling,reflect,reluctance
PROPN,ban,funding
state,allow,abortion
city,offer,art
customer,think,what
public,would,version
committee,be,option
incarnation,require,shoe
father,suffer,effect
family,have,fortune
t,mean,good
plan,have,criticism
airline,cut,route
airline,raise,revenue
PROPN,kill,hope
PROPN,emphasize,root
foe,have,attack
bank,lower,rate
PROPN,have,skepticism
water,drag,she
ascendance,would,message
power,blindside,government
country,have,dream
goal,secure,place
program,help,faculty
program,provide,outlet
equity,stage,rally
equity,convince,investor
t,have,backcourt
traffic,call,it
site,decorate,story
PROPN,expect,side
strike,follow,other
result,have,pattern
PROPN,finish,help
PROPN,get,help
PROPN,recognize,cost
pace,have,interest
launching,might,interest
voter,admire,achievement
geography,have,impact
PROPN,rent,apartment
PROPN,pooch,kickoff
PROPN,get,letter
PROPN,have,it
PROPN,have,that
company,be,source
ship,rescue,44
PROPN,lead,fighter
PROPN,telephone,PROPN
PROPN,will,mep
hasn,get,performance
t,do,conflict
appearance,give,chance
host,have,themselves
freshman,be,more
freshman,be,more
coroner,criticise,failure
protester,use,commemoration
idea,get,I
flood,leave,home
PROPN,give,sermon
PROPN,make,visit
PROPN,be,promise
PROPN,have,borehole
PROPN,get,third
resolution,ask,committee
PROPN,support,any
PROPN,encourage,team
lack,be,recovery
PROPN,have,majority
test,could,cause
candidate,divide,proposal
issue,lead,decliner
PROPN,take,I
PROPN,break,record
PROPN,be,what
employer,reassess,principle
employer,streamline,operation
PROPN,have,bill
PROPN,send,bill
PROPN,reject,plea
PROPN,have,leader
PROPN,have,month
manager,work,what
PROPN,turn,it
PROPN,miss,pointer
cinemasound,bring,ambience
PROPN,would,accord
investor,didn,reason
t,see,thing
PROPN,may,you
stupidity,remind,I
doctor,can,nothing
office,refer,inquiry
car,can,pollutant
majority,would,petition
lawmaker,leave,town
fundamentalist,oppose,consumption
mouse,intimidate,cat
official,shut,most
PROPN,have,many
PROPN,want,expertise
success,bring,something
wall,retain,heat
PROPN,remove,car
t,have,one
PROPN,hear,who
look,set,film
school,be,nightmare
rain,trigger,flooding
dollar,carry,trade
PROPN,oppose,it
ehler,encounter,what
one,get,job
bank,buy,bond
election,decide,percent
PROPN,have,plenty
boy,weigh,pound
critique,involve,consideration
government,be,protester
PROPN,could,challenge
PROPN,would,vat
share,lead,gain
investor,snap,share
decline,help,exporter
PROPN,evacuate,leader
judge,order,PROPN
approach,have,start
PROPN,play,that
PROPN,have,dividend
director,show,minute
remnant,leave,country
PROPN,say,report
PROPN,show,report
PROPN,will,legacy
increase,will,4p
PROPN,beat,PROPN
PROPN,will,you
safety,will,decision
t,have,ticket
deal,undervalue,company
conservative,will,everything
group,table,proposal
official,issue,warning
official,remove,warning
purchase,to,effect
smile,lie,testament
doctor,would,eye
stubbornness,have,undoing
PROPN,have,vision
demonstrator,end,march
mine,produce,stone
people,loan,amount
Police,have,worth
t,get,lot
PROPN,claim,400
guest,deliver,address
business,should,advisor
PROPN,will,sanction
PROPN,have,we
man,ambush,convoy
revival,win,PROPN
t,need,surgery
PROPN,witness,some
PROPN,take,shot
PROPN,have,they
liquidity,go,boom
physicist,do,it
demand,help,gold
reputation,grow,sink
PROPN,score,winner
PROPN,may,decision
PROPN,have,game
leader,have,coup
country,have,coup
PROPN,dominate,top
bank,would,default
saracen,have,signing
one,answer,door
PROPN,use,signal
PROPN,have,earplug
PROPN,say,click
t,cause,it
PROPN,rate,economy
place,define,architecture
outfit,can,day
outfit,can,wage
probe,have,"773,177"
voice,could,that
writer,will,fee
people,compare,they
shooting,occur,detail
shooting,give,detail
PROPN,break,70
protest,have,medium
lab,use,test
support,assure,vote
PROPN,encourage,tourist
gunman,kill,people
gunman,shoot,place
no,hail,itself
design,will,facility
people,save,home
company,value,that
PROPN,make,decision
police,uncover,plot
boat,hold,they
drug,can,billion
team,trade,score
stall,sell,ornament
PROPN,deliver,evidence
country,will,program
country,give,program
PROPN,to,animosity
datum,show,price
youngster,need,help
PROPN,visit,office
PROPN,suffer,concussion
family,ask,charity
PROPN,have,science
people,rent,property
incident,take,day
people,reject,redefinition
investor,await,meeting
PROPN,see,decline
farmer,plant,acre
player,could,season
PROPN,say,approach
teammate,note,approach
lifetime,surround,show
rating,hit,peak
PROPN,ride,globalisation
t,have,access
PROPN,take,remark
PROPN,choose,play
prison,serve,function
expert,discuss,activity
catcher,play,field
PROPN,do,job
experience,provide,opportunity
finding,pose,question
PROPN,have,kick
PROPN,force,it
authority,have,they
PROPN,back,PROPN
PROPN,present,this
device,offer,platform
supporter,may,glimpse
missile,strike,house
software,to,document
PROPN,scratch,ticket
crisis,have,effect
PROPN,hit,target
pirate,have,ransom
fanatic,say,thing
PROPN,to,clunker
PROPN,envision,vehicle
member,offer,support
talk,could,way
t,see,point
PROPN,tell,I
PROPN,get,hesitation
building,have,post
label,close,door
t,do,work
student,raise,that
court,hear,victim
government,have,passage
return,will,position
t,have,PROPN
lot,sell,what
Police,be,menu
PROPN,win,lineout
hijacking,underline,ease
government,have,impact
capsule,contain,milligram
substitute,not,PROPN
investor,will,premium
PROPN,accuse,PROPN
PROPN,call,what
PROPN,throw,21.68
conversation,illustrate,bond
PROPN,get,relief
government,release,information
PROPN,take,nap
PROPN,feed,dog
judge,have,one
PROPN,lose,that
Police,identify,one
veteran,do,honor
rate,include,bonus
PROPN,could,same
PROPN,describe,it
country,be,access
tale,would,sign
ministry,urge,those
Police,charge,PROPN
feminist,attack,he
PROPN,be,letter
PROPN,leave,what
PROPN,have,country
PROPN,pursue,humanity
PROPN,raise,eyebrow
PROPN,would,you
percent,spend,month
PROPN,will,some
economy,be,price
family,be,price
PROPN,share,birthday
outbreak,could,"5,100"
PROPN,tell,crowd
cyclone,may,country
PROPN,lose,topspin
PROPN,win,contest
PROPN,never,detail
instability,create,condition
PROPN,connect,1
PROPN,score,run
PROPN,slice,bit
PROPN,place,it
PROPN,begin,campaign
decision,would,challenge
decision,would,challenge
scientist,be,issue
disorder,have,number
PROPN,have,lust
PROPN,have,time
PROPN,have,pearch
PROPN,ensure,presence
jump,reflect,pressure
PROPN,will,PROPN
PROPN,get,bounce
PROPN,would,help
PROPN,thank,PROPN
PROPN,purse,lip
investment,have,degree
PROPN,draft,model
offering,join,mix
zoo,have,tiger
country,generate,output
PROPN,tell,reporter
PROPN,reveal,story
decision,prompt,he
finding,bring,PROPN
diner,will,grocery
people,invest,10
PROPN,have,money
priest,can,that
board,reject,bid
PROPN,do,call
henning,get,group
henning,threaten,group
list,include,linguist
government,will,publication
PROPN,join,invasion
people,analyze,movie
side,meet,final
side,face,task
summary,outline,litany
girl,demand,sleepover
company,be,oil
PROPN,undergo,that
PROPN,have,list
infection,may,role
finding,have,implication
PROPN,have,accord
PROPN,have,degree
PROPN,have,side
team,have,they
sister,have,role
sister,manage,bid
payitgreen,be,membership
board,have,alternative
expense,contribute,alternative
PROPN,tell,committee
traveler,could,passport
PROPN,commit,fraud
pirate,attack,ship
pirate,damage,ship
machine,pump,winner
program,be,momentum
program,represent,advancement
importer,must,detail
regulation,be,volume
factory,to,toy
factory,supply,toy
enterprise,present,opportunity
PROPN,suspend,sentence
PROPN,spend,most
afternoon,will,any
people,would,dose
PROPN,can,impact
devotion,have,income
system,adjust,level
handful,spend,night
strike,may,insurgent
PROPN,win,meter
average,dip,point
recession,become,pain
speech,become,time
speech,view,time
PROPN,have,statement
shift,create,change
PROPN,lead,PROPN
one,can,you
authority,face,pressure
PROPN,would,burden
PROPN,pass,version
PROPN,didn,t
city,have,business
PROPN,commit,suicide
lawyer,find,mastermind
golfer,be,shot
fraud,be,good
people,do,it
opposition,would,he
medium,bash,PROPN
PROPN,lose,ability
parent,bring,we
PROPN,have,little
PROPN,spend,month
prosecutor,notify,court
difficulty,be,question
success,constitute,opportunity
raider,force,way
people,have,idea
analyst,expect,profit
frog,absorb,oxygen
swimmer,to,hair
pragmatist,can,likelihood
minister,answer,all
PROPN,declare,emergency
rainfall,cause,flood
move,may,appeal
PROPN,announce,normalisation
PROPN,have,appeal
government,have,choice
customer,foot,bill
partner,tell,PROPN
agency,meet,projection
protester,accuse,soldier
athlete,depart,PROPN
state,have,position
warning,hurt,business
warning,can,thousand
PROPN,redirect,shot
member,have,objection
guard,do,nothing
people,be,that
crisis,would,recession
date,take,place
critic,see,motivation
PROPN,survive,scare
PROPN,witness,uptick
family,be,cure
member,attend,ceremony
prosecutor,have,cast
PROPN,be,people
PROPN,cause,infection
PROPN,have,plan
index,use,average
visitor,climb,stair
prosecutor,will,case
PROPN,seek,player
PROPN,put,they
proposal,contain,provision
PROPN,win,part
producer,find,head
find,provide,evidence
scope,have,spotlight
cage,be,time
president,get,m.
authority,be,attack
PROPN,finish,playoff
PROPN,miss,playoff
PROPN,should,pause
authority,bring,case
son,be,role
authority,follow,suit
archaeologist,find,foundation
paper,will,redaction
company,do,will
side,have,hand
industry,supply,proportion
funding,increase,company
lack,deserve,condemnation
PROPN,carry,reminder
t,get,it
PROPN,be,PROPN
PROPN,enter,chase
county,give,light
dad,take,hammer
PROPN,give,recital
PROPN,have,album
investor,have,PROPN
t,see,it
PROPN,to,house
blogger,have,link
statistic,have,scepticism
carmaker,be,cash
investor,will,cash
PROPN,should,programme
PROPN,break,it
PROPN,be,world
professor,use,PROPN
serviceman,feature,span
incarnation,burn,variety
PROPN,have,proposal
t,allow,something
machine,do,something
technology,keep,you
girl,can,herself
stigma,have,program
stigma,keep,it
government,might,measure
consumer,will,approval
PROPN,see,gaffer
speed,be,some
PROPN,widen,lead
PROPN,could,race
PROPN,have,PROPN
PROPN,have,indebtedness
representative,attend,meeting
seller,make,profit
treaty,limit,number
PROPN,suspend,participation
winner,face,PROPN
PROPN,pelt,force
PROPN,respond,force
actress,be,rope
referendum,should,place
t,play,football
Police,track,suspect
datum,show,one
people,shout,abuse
sale,manage,increase
coalition,have,guarantee
PROPN,would,gun
woman,nab,kill
Police,want,anyone
village,have,pond
proceed,will,aid
PROPN,reel,note
university,report,result
call,will,release
father,have,progression
PROPN,have,option
PROPN,might,victory
victim,deserve,more
virus,cause,death
drug,impair,clock
office,to,bank
PROPN,say,week
PROPN,lose,control
loyalist,contradict,themselves
league,approve,document
designer,have,plenty
datum,show,production
PROPN,dominate,skyline
sale,have,company
PROPN,be,catch
PROPN,have,catch
PROPN,be,stage
rule,require,employer
rule,do,component
rule,offer,solution
consumer,find,brand
pardon,cut,imprisonment
bill,would,exchange
consumer,could,policy
consumer,choose,one
people,face,redundancy
PROPN,will,reserve
client,be,job
eye,inspect,brake
boat,ferry,soldier
official,have,day
settlement,reflect,fact
authority,close,school
skateboarder,enjoy,themselves
case,arouse,concern
PROPN,can,voter
poll,underscore,finding
villager,attack,convoy
villager,block,road
element,can,problem
candidate,hold,path
candidate,follow,path
packet,cost,less
choice,have,layoff
police,pick,they
fragment,could,threat
PROPN,kick,they
public,expect,protection
none,take,responsibility
country,will,price
image,cast,shadow
country,use,dollar
PROPN,have,troop
country,have,money
PROPN,accredit,alloy
enemy,attack,he
module,act,airlock
module,feature,airlock
astronaut,exit,vehicle
PROPN,have,distribution
phrase,promote,stereotype
people,express,wish
medium,want,cuddle
oratory,hold,audience
government,be,action
public,think,what
contract,be,that
PROPN,be,PROPN
PROPN,be,service
PROPN,weaken,aim
PROPN,take,aim
crackdown,have,backing
PROPN,pursue,PROPN
PROPN,give,account
t,need,car
PROPN,would,timetable
PROPN,find,what
worker,have,time
PROPN,will,proceed
PROPN,be,proceed
motorist,puncture,tyre
PROPN,assure,PROPN
PROPN,make,use
user,can,system
group,feel,earthquake
group,make,decision
PROPN,have,penetration
PROPN,will,support
PROPN,provide,customer
PROPN,own,building
majority,have,that
journey,can,anything
PROPN,tell,PROPN
announcement,come,flight
announcement,make,flight
musician,have,candour
country,oppose,resolution
PROPN,be,investigation
PROPN,battle,administration
world,be,regime
PROPN,hold,contest
PROPN,will,PROPN
PROPN,be,cd
PROPN,distribute,million
newspaper,to,download
staff,report,level
company,will,m
company,cut,m
case,bring,anniversary
case,remain,anniversary
PROPN,open,convention
researcher,discover,response
PROPN,have,edge
team,make,it
victim,suffer,injury
end,bring,flurry
PROPN,would,contract
PROPN,have,lawyer
chorus,sing,word
city,be,fee
rain,drench,region
conference,must,issue
conference,advance,cause
PROPN,describe,death
thing,to,birth
thing,go,birth
office,may,claim
number,have,prospect
owner,be,it
t,have,lot
PROPN,run,door
PROPN,pull,door
video,show,plume
ministry,lodge,protest
ministry,demand,explanation
PROPN,have,way
settlement,cap,month
t,get,loan
army,tell,we
development,will,area
weather,be,mission
party,be,lemming
PROPN,tilt,49
saleswoman,beam,purse
saleswoman,carry,purse
PROPN,may,focus
company,have,headset
report,have,PROPN
PROPN,do,what
PROPN,play,forehand
t,want,bunch
salary,make,%
brother,build,apothecary
loss,follow,destruction
brother,tell,reporter
peace,will,they
PROPN,brief,PROPN
government,to,information
PROPN,will,role
assessment,eschew,celebration
effort,have,result
manufacturer,to,disincentive
manufacturer,to,car
PROPN,affect,cell
virus,to,resistance
government,have,review
PROPN,come,slap
PROPN,deliver,slap
PROPN,score,point
PROPN,give,lead
PROPN,present,statement
PROPN,birdie,fourth
PROPN,drop,stroke
customer,can,net
customer,work,net
customer,surf,net
government,rebrand,energy
PROPN,hold,that
PROPN,trade,PROPN
PROPN,need,chancellor
government,intend,what
sister,meet,PROPN
refusal,may,move
chalmer,finish,day
PROPN,notch,66
attack,involve,mob
rate,could,percent
lack,have,something
PROPN,avoid,charge
man,have,campaign
case,reach,court
law,ban,use
bank,insure,280bn
bank,accept,increase
PROPN,caution,cohort
PROPN,have,jurisdiction
leader,have,opportunity
people,upload,design
lawmaker,have,loan
other,gain,weight
pirate,have,vessel
gang,be,m
computer,select,protein
leader,outline,set
blast,go,fire
soldier,have,opportunity
t,have,raise
head,hold,underwater
detective,have,lead
statement,involve,risk
statement,may,expectation
PROPN,reveal,item
PROPN,sell,that
hearse,bring,some
rule,usher,freedom
force,can,security
PROPN,have,feature
bill,mark,start
t,have,mirror
PROPN,drill,pointer
PROPN,capture,title
PROPN,have,week
authority,announce,arrest
PROPN,be,well
march,have,focus
t,know,that
destroy,seize,product
crackdown,have,unrest
PROPN,hit,figure
judge,order,PROPN
PROPN,have,yard
people,get,insurance
PROPN,deny,leadership
PROPN,make,speech
PROPN,colonise,PROPN
PROPN,do,it
company,hold,discussion
PROPN,beat,PROPN
candidate,increase,vote
researcher,have,robot
PROPN,make,bogey
wedge,shoot,hole
PROPN,attend,ceremony
woman,perform,dance
PROPN,have,support
lange,get,part
PROPN,divorce,he
PROPN,have,berth
operator,add,customer
office,have,instance
song,talk,follower
song,urge,follower
video,record,injury
anomaly,precede,development
t,make,film
pair,sit,clash
pair,be,match
people,say,thing
dish,have,nothing
court,be,plan
PROPN,tell,reporter
PROPN,declare,it
violence,give,leverage
regulator,to,risk
PROPN,anger,many
company,have,subscriber
carrier,warn,subscriber
flute,be,tune
t,retry,case
PROPN,tell,judge
t,expect,much
PROPN,have,gas
PROPN,ship,gas
PROPN,forge,stroke
ball,pitch,yard
government,announce,plan
PROPN,post,video
PROPN,be,he
PROPN,do,PROPN
t,shouldn,PROPN
t,leave,PROPN
t,cost,anything
government,should,support
roof,do,environment
official,should,voter
PROPN,use,word
PROPN,express,anger
PROPN,swarm,one
PROPN,capture,one
PROPN,acknowledge,reality
widow,lose,son
controller,can,train
barbuto,favor,hanger
child,sit,street
people,stroll,street
timberwolve,acquire,he
PROPN,gain,independence
institute,will,game
institute,create,prototype
drive,may,brake
measure,may,item
law,strip,bank
law,put,government
PROPN,do,that
PROPN,could,PROPN
brand,include,toothpaste
court,find,that
PROPN,have,work
power,would,amendment
exhibitor,take,part
group,spend,year
poll,show,four
melot,have,"225,000"
PROPN,spend,year
PROPN,can,itself
result,could,comfort
baby,should,life
agency,express,concern
professional,be,equipment
PROPN,do,what
adventure,slay,competition
PROPN,call,decision
woman,curse,sound
woman,stop,sound
PROPN,score,fourth
paramedic,put,I
paramedic,take,I
officer,have,point
tribunal,rule,compensation
tribunal,will,compensation
test,identify,any
son,predecease,he
people,have,risk
fire,have,waste
tournament,favourite,PROPN
PROPN,take,control
PROPN,lead,36
history,offer,nothing
school,can,criterion
surveyor,leave,house
leak,will,row
function,would,priority
finding,should,use
rumour,have,sport
app,simulate,instrument
other,work,instrument
extremist,be,friction
People,may,shortness
People,lose,consciousness
cut,injure,gdp
PROPN,need,minute
PROPN,have,concern
player,have,streak
company,will,possibility
t,have,checkbook
agency,to,officer
agency,allow,those
adoptee,must,court
governor,tell,PROPN
PROPN,want,what
ranger,play,game
paparazzi,pursue,they
foreigner,have,that
work,leave,room
fa,review,footage
PROPN,swinge,arm
office,make,case
PROPN,write,much
woman,climb,it
woman,switch,it
woman,turn,it
PROPN,crank,opera
study,detect,beginning
kucinich,have,following
airport,host,passenger
PROPN,be,career
editor,like,it
PROPN,have,success
PROPN,suffer,embarrassment
PROPN,fire,shell
PROPN,miss,end
strike,mean,rerun
salesperson,target,victim
boat,would,activist
t,harm,environment
PROPN,may,protest
group,have,billion
letter,could,push
owner,mail,they
other,have,code
PROPN,offer,degree
PROPN,talk,PROPN
PROPN,drop,clue
child,place,flower
generation,favour,dialogue
PROPN,be,change
corner,can,itself
judge,order,rehearing
PROPN,fight,wave
storm,take,you
PROPN,do,hand
government,be,confidence
prosecutor,file,charge
violence,will,success
PROPN,deny,involvement
lawyer,tell,PROPN
proposal,will,non
bank,will,warrant
passenger,say,recording
passenger,tell,they
announcement,utilize,recording
passenger,tell,passenger
parent,control,remote
family,watch,remote
founder,intend,what
candidate,intensify,war
memo,leave,impression
t,give,due
woman,didn,t
clinic,charge,"3,000"
PROPN,have,PROPN
%,return,form
%,give,backing
thread,tie,world
PROPN,have,PROPN
PROPN,have,year
firm,seek,84bn
PROPN,agree,argument
union,will,series
choice,have,clout
choice,have,taxis
art,should,ballplayer
art,compromise,safety
PROPN,strand,runner
presence,pose,threat
candidate,have,themselves
police,have,man
police,be,evidence
corporation,hire,people
bank,reduce,holding
writedown,do,profit
student,find,course
PROPN,have,all
news,push,share
selection,have,debate
liberal,feel,contempt
judge,schedule,sentencing
tree,receive,nourishment
tree,need,moisture
official,say,visitor
PROPN,abolish,monarchy
PROPN,elect,minister
boyfriend,hurl,nothing
operation,make,profit
channel,be,much
man,have,tie
alternative,make,tenth
PROPN,ask,mother
euro,garner,support
PROPN,go,for-3
cable,will,mile
album,have,feel
PROPN,be,world
thing,go,she
executive,be,worker
parent,do,I
PROPN,estimate,percent
scientist,fudge,datum
rescuer,reach,area
researcher,say,exposure
finding,raise,question
robber,pass,note
robber,demand,money
PROPN,describe,plan
PROPN,produce,succession
t,take,advantage
sale,suggest,credit
PROPN,must,review
PROPN,give,insight
agency,suspend,plant
prosecutor,serve,subpoena
PROPN,be,semifinal
insurgent,will,type
user,post,review
survey,underline,position
study,involve,people
study,reduce,chance
study,isn,t
prospect,encourage,worker
lawmaker,would,problem
parliament,have,possibility
acclaim,bring,he
conflict,have,toll
school,allow,diversity
PROPN,end,year
equity,can,run
show,last,season
PROPN,be,mile
PROPN,would,tie
market,have,seller
visit,include,exhibition
family,keep,secret
office,investigate,problem
prosecutor,drop,investigation
PROPN,transfer,ownership
lawyer,must,client
PROPN,implement,first
PROPN,use,easing
PROPN,spend,that
human,can,government
human,base,government
PROPN,have,role
PROPN,strike,swinge
consumerism,play,role
officer,force,way
officer,find,boy
PROPN,overhit,corner
t,get,enough
army,identify,company
PROPN,receive,inspiritation
decision,could,implication
t,be,you
PROPN,retain,confidence
meeting,be,place
fear,push,we
company,have,quarter
slump,hit,price
range,include,pendant
percent,may,PROPN
PROPN,allow,medicine
opponent,be,he
debut,could,doubt
debris,have,building
brick,have,car
tribe,have,it
PROPN,can,that
PROPN,make,first
PROPN,miss,second
PROPN,have,share
PROPN,extend,investigation
PROPN,carry,assessment
moment,take,place
PROPN,join,PROPN
call,prompt,investigation
pediatrician,can,consideration
PROPN,show,sign
taxpayer,may,all
program,raise,income
program,keep,kid
mother,have,child
PROPN,know,PROPN
fall,would,evidence
event,feature,session
management,have,scrutiny
capture,have,conflict
PROPN,lead,tiger
PROPN,will,use
ex,have,legislation
prospectus,remind,I
side,present,version
PROPN,get,herself
group,join,revolution
application,oversaw,development
PROPN,need,policy
negotiation,can,leader
PROPN,predict,improvement
rain,have,impact
film,transport,I
leak,have,concern
official,term,what
survivor,include,tourist
scientist,produce,ball
child,be,scene
judge,dismiss,request
year,have,page
fighter,will,it
acquirer,get,stake
move,have,opposition
imam,hold,service
work,have,value
market,shutter,resident
authority,order,resident
t,get,credit
dollar,fall,0.6
dollar,lose,0.6
school,be,shift
panelist,will,insight
room,play,host
PROPN,contend,PROPN
week,can,it
PROPN,rescue,fund
fighter,pose,one
PROPN,must,financing
youth,torch,car
PROPN,get,18th
PROPN,use,polystyrene
PROPN,render,they
vehicle,have,warning
guard,open,fire
PROPN,may,which
military,tolerate,dissent
PROPN,be,hatred
authority,have,vehicle
challenger,receive,42
PROPN,tell,inspector
Gasol,miss,opener
organization,have,euro
aftershock,prompt,some
stock,rise,2.6
PROPN,would,broker
PROPN,take,step
soldier,fly,he
official,to,he
government,have,goal
poll,show,percent
percent,view,PROPN
PROPN,allow,consumer
church,mark,anniversary
agency,have,they
dna,barcode,world
council,have,people
spike,bear,resemblance
crisis,deepen,economy
crisis,send,economy
practice,have,concern
car,crash,roundabout
average,lose,point
cat,lunge,I
cat,rear,I
cat,throw,I
smoker,do,risk
PROPN,have,PROPN
analyst,see,move
prnewswire,will,opening
vehicle,mount,median
pet,catch,virus
researcher,write,software
guest,can,jimjam
guest,experience,work
minister,deploy,gambit
school,have,course
court,lift,limit
government,do,proposal
office,have,version
sale,have,turnover
sale,generate,turnover
t,see,PROPN
t,raise,cost
t,put,government
car,go,road
car,leave,road
villa,have,garden
PROPN,claim,title
rival,haemorrhage,shot
PROPN,will,attention
initiative,have,marketplace
candidate,have,foot
inquiry,share,frustration
round,show,internet
bree,lose,six
witness,have,authority
PROPN,finish,game
PROPN,pile,yard
utility,to,investment
utility,reduce,inefficiency
individual,brainwash,he
individual,encourage,he
hippo,may,problem
PROPN,retain,edge
company,will,information
PROPN,be,involvement
objection,have,permission
PROPN,do,country
woman,plop,they
success,might,quality
PROPN,develop,reputation
t,say,much
plan,would,outlook
budget,would,percent
PROPN,will,it
PROPN,be,inside
number,represent,success
PROPN,should,PROPN
mother,visit,player
PROPN,say,they
uncle,advise,they
lung,need,air
burglar,can,hand
t,miss,strain
authority,do,document
t,take,drink
audit,have,we
defense,intercept,PROPN
PROPN,have,wave
wavelength,will,campaign
PROPN,offer,inducement
t,have,anything
company,tone,that
currency,derivative,loss
group,perform,PROPN
PROPN,have,feeling
analyst,have,earning
investigation,be,PROPN
investigation,attack,PROPN
PROPN,be,action
pirate,have,attack
PROPN,have,drilling
company,to,110
worker,take,110
PROPN,have,PROPN
man,can,themselves
PROPN,should,issue
half,will,obese
risk,need,study
official,trace,it
wood,open,three
wood,birdie,three
company,distribute,feed
PROPN,have,machine
PROPN,judge,PROPN
study,demonstrate,relationship
militant,open,fire
people,would,it
searcher,recover,body
answer,isn,t
deal,close,leader
number,hit,"362,000"
judge,impose,discharge
explosive,drop,tank
explosive,can,tank
authority,see,form
pensioner,may,burglar
company,to,store
lawmaker,scold,PROPN
show,include,stunning
developer,want,more
company,have,year
troop,have,militant
opponent,want,challenge
PROPN,gun,teen
meeting,convince,he
partner,rank,pep
partner,make,pep
quake,rattle,nerve
agency,withhold,information
humbert,report,loss
success,eclipse,that
t,take,moment
farmer,to,neighbor
PROPN,doubt,reliability
expert,endorse,use
company,have,complaint
PROPN,look,commander
commission,approve,destruction
downturn,represent,crisis
smoothie,cost,much
copy,represent,ticket
wafer,provide,outlook
government,demonstrate,willingness
PROPN,follow,suit
peacekeeper,have,operation
farmer,have,field
PROPN,say,call
sub,not,doolan
guest,can,room
PROPN,to,family
team,have,manager
People,have,difficulty
PROPN,hold,post
video,show,man
PROPN,have,right
PROPN,have,court
minister,take,offence
t,do,anything
authority,do,nothing
cat,have,draft
cat,can,yard
monohull,could,draft
cat,elbow,way
militant,use,bombing
leader,have,hint
participant,hold,hand
PROPN,see,PROPN
environment,might,genome
time,have,plan
time,back,plan
constituency,have,mep
tension,have,root
teacher,encourage,student
PROPN,have,gig
militant,behead,policeman
PROPN,lead,minister
PROPN,add,leverage
business,lack,leverage
PROPN,hear,PROPN
voter,elect,handful
deadline,have,pressure
caroller,take,route
administration,devise,plan
album,mix,flight
snowplow,to,snow
finger,generate,warmth
restaurant,be,trend
pirate,nab,ship
airman,receive,punishment
airman,be,immunity
bank,double,lending
undergraduate,have,saying
rebel,would,talk
rebel,negotiate,ceasefire
agreement,would,basis
critic,see,he
people,have,PROPN
colt,win,stake
PROPN,have,employee
t,understand,mentality
PROPN,tell,PROPN
consultant,would,anything
charge,follow,probe
PROPN,reimburse,himself
PROPN,call,I
PROPN,invite,I
PROPN,clarify,rule
disc,contain,track
PROPN,approve,package
PROPN,face,down
PROPN,watch,television
husband,enter,theater
driver,show,point
group,have,counter
course,be,growth
soldier,use,cannon
t,help,they
plan,would,penny
claim,shape,word
envoy,assure,counterpart
lab,take,test
minister,recognise,this
seasick,break,PROPN
company,lose,subscriber
t,represent,what
goal,be,product
