subject_lemma,verb_lemma,object_lemma
PROPN,amass,yard
PROPN,will,troop
none,have,carnage
PROPN,deliver,solution
try,see,PROPN
people,to,baby
family,do,what
justice,hear,argument
minister,be,they
PROPN,have,we
investor,give,message
presence,keep,population
tribe,elect,member
PROPN,do,it
people,don,PROPN
chatter,overshadow,need
spirituality,require,that
t,have,space
leader,nationalize,oil
people,do,job
PROPN,do,year
group,have,labeling
sweetness,turn,I
movement,gain,exposure
follower,organize,protest
PROPN,provide,electronic
PROPN,employ,people
attack,shatter,sensibility
suitor,have,PROPN
PROPN,approve,ban
PROPN,score,point
PROPN,shoot,point
PROPN,have,point
PROPN,to,treatment
search,begin,community
motorist,spot,flame
agency,be,focus
sniper,take,position
fate,might,I
family,need,she
bonus,spark,outrage
drawing,show,mammoth
coalition,accept,call
move,follow,death
PROPN,do,censorship
official,have,censorship
lot,have,bullying
judge,describe,show
organization,do,luxury
problem,have,lot
gran,have,bar
region,need,what
wealth,steal,ball
nation,throw,ruler
nation,rejoin,mainstream
source,have,captain
PROPN,can,which
announcement,reverse,decision
official,say,decision
worker,to,union
audience,learn,what
lender,raise,funding
lender,sell,they
experience,echo,attitude
party,say,desecration
PROPN,have,confidence
proposal,will,much
PROPN,clinch,nomination
imposition,would,result
attacker,tear,clothe
attacker,use,blade
committee,be,stage
PROPN,require,preparation
PROPN,lose,2.68
musician,have,regret
PROPN,take,risk
PROPN,cut,tree
disclosure,will,scepticism
company,to,policy
work,will,year
arrest,follow,investigation
guide,offer,list
pop,can,subject
prosecutor,determine,who
book,provide,account
book,describe,effort
company,be,that
PROPN,see,man
artist,vote,PROPN
decision,represent,exception
source,identify,suspect
PROPN,see,challenge
key,be,success
PROPN,have,mark
PROPN,win,business
percent,favor,PROPN
animal,love,decking
suite,include,oven
suite,detect,variety
brand,mean,everything
t,deliver,program
PROPN,study,PROPN
PROPN,officiate,baptism
PROPN,must,effort
player,can,campaign
PROPN,have,option
agency,would,family
PROPN,open,fire
PROPN,relax,target
PROPN,revise,target
institution,receive,money
PROPN,win,PROPN
liar,do,you
farmer,to,good
PROPN,accuse,PROPN
PROPN,warn,they
cooperation,form,heart
PROPN,call,what
PROPN,meet,notice
PROPN,take,notice
judge,refuse,request
fear,have,district
government,manipulate,census
fear,bribe,chief
move,will,school
president,say,matter
t,suffer,abuse
PROPN,use,platform
PROPN,place,we
PROPN,pull,act
PROPN,have,delegate
PROPN,say,he
PROPN,can,he
name,have,way
prosecutor,have,charge
poll,find,PROPN
PROPN,tell,PROPN
riot,have,issue
riot,catapult,it
employer,be,view
PROPN,have,they
glass,can,year
campaign,be,landscape
PROPN,win,PROPN
PROPN,complete,spell
student,complete,questionnaire
PROPN,bring,case
PROPN,send,troop
observer,view,she
parliament,plan,one
PROPN,commit,turnover
step,will,impact
percent,have,wrinkle
t,need,conflict
PROPN,raise,price
youth,be,it
passenger,express,concern
man,speak,PROPN
resident,form,queue
battle,have,more
entrepreneur,make,use
PROPN,seek,approval
PROPN,have,air
situation,put,she
PROPN,could,damage
mother,spend,hour
study,do,emission
PROPN,sound,warning
woman,hook,stingray
woman,haul,it
child,show,attainment
fall,be,life
dollar,buy,yen
brother,encourage,he
PROPN,tell,PROPN
PROPN,use,run
approach,make,sense
PROPN,think,what
PROPN,close,match
president,invoke,religion
decision,follow,week
effort,have,effect
drug,have,system
name,will,pleasure
market,misread,mention
passenger,be,fire
passenger,open,fire
government,to,sphere
team,have,they
husband,allow,right
PROPN,might,gas
people,post,comment
visitor,can,art
plan,would,premium
economist,have,scepticism
aide,advocate,experience
aide,have,experience
sector,have,number
dollar,will,passenger
boyfriend,would,phone
PROPN,coach,PROPN
PROPN,oversee,branding
paper,pay,investigator
special,follow,appearance
special,continue,strategy
PROPN,direct,scene
defender,start,career
increase,put,fund
family,blame,mother
PROPN,give,warning
PROPN,take,note
PROPN,use,run
telescope,be,which
people,see,prospect
agency,quote,police
call,will,pressure
polling,put,PROPN
PROPN,steal,game
header,hit,post
official,order,worth
announcement,would,pressure
PROPN,report,news
PROPN,receive,award
authority,have,three
product,contain,melamine
spur,have,talent
institute,organise,exhibition
career,span,year
driver,see,person
driver,sound,horn
PROPN,introducte,bow
PROPN,have,student
pothole,disrupt,flow
guard,join,they
cell,use,weapon
man,will,retrial
PROPN,would,role
assault,raise,prospect
force,use,gas
PROPN,will,they
PROPN,be,rate
Police,meet,bus
Police,identify,PROPN
witness,tell,investigator
PROPN,have,player
PROPN,eat,gram
company,have,result
economy,do,boost
sector,be,all
PROPN,remove,helmet
commitment,prompt,return
crisis,have,proceeding
government,address,impact
newspaper,ignore,half
PROPN,have,player
other,contrast,posturing
PROPN,buy,share
PROPN,will,anything
bakiyev,sign,decree
bakiyev,declare,state
PROPN,to,technology
PROPN,use,word
defender,break,club
PROPN,lose,club
owner,have,sister
article,have,idea
item,have,resonance
PROPN,cite,backing
organization,would,return
PROPN,form,one
nose,encounter,scent
brain,process,they
PROPN,bryd,ymateb
people,eat,what
viewer,will,glimpse
PROPN,will,documentary
PROPN,give,vote
investigator,turn,attention
collection,have,unity
advocate,view,move
PROPN,demonstrate,quality
man,approach,she
PROPN,retain,custody
experience,remind,I
death,take,number
audience,reward,he
climate,change,skeptic
PROPN,face,challenge
researcher,analyze,site
group,have,way
group,intensify,way
PROPN,have,responsibility
PROPN,finish,break
police,beat,protester
PROPN,report,drawdown
consumer,replace,battery
consumer,test,alarm
PROPN,have,well
finish,drift,point
finish,to,point
PROPN,put,runner
farmer,be,cattle
girl,develop,crush
rumour,spread,crush
PROPN,be,number
problem,be,we
success,set,creation
PROPN,fire,missile
PROPN,begin,recital
PROPN,suffer,shock
range,be,teenager
PROPN,put,it
PROPN,give,lead
general,have,it
environment,will,cost
design,strike,balance
t,bore,you
side,should,opportunity
ambassador,say,poster
PROPN,have,PROPN
people,have,obsession
museum,have,call
drop,mirror,turmoil
car,pass,other
PROPN,tell,he
rumor,prompt,customer
PROPN,near,border
PROPN,connect,that
lawyer,have,PROPN
racism,be,much
PROPN,follow,day
government,have,€
job,pay,"100,000"
analyst,have,doubt
PROPN,walk,he
PROPN,chase,he
state,will,everyone
evidence,suggest,lack
PROPN,call,demonstration
PROPN,honor,PROPN
town,open,poll
PROPN,mix,ceiling
automaker,race,neck
use,will,we
approach,make,sense
form,improve,odd
incident,endanger,life
sect,have,source
driver,lift,throttle
palette,may,sound
PROPN,tell,minister
mention,cast,shadow
boy,get,autograph
PROPN,be,safety
analyst,predict,safety
PROPN,freeze,activity
PROPN,have,most
terrorist,send,message
decision,will,lot
PROPN,have,stop
country,supply,quarter
PROPN,say,42nd
priest,will,rest
PROPN,canvass,shareholder
PROPN,tell,PROPN
medium,overlook,appreciation
airline,show,improvement
relation,discuss,PROPN
race,have,bit
PROPN,have,test
PROPN,ratchet,pressure
t,don,something
company,say,helm
man,you,all
hose,have,setting
police,do,setting
PROPN,have,he
advisory,say,nothing
PROPN,will,background
rebel,mount,incursion
minister,shrug,move
spurt,follow,month
country,will,force
cholmondeley,stumble,he
cholmondeley,fall,he
cholmondeley,lead,he
PROPN,request,increase
phorm,will,ability
wife,be,I
PROPN,make,contact
sale,have,money
comedian,win,"5,000"
hospital,conduct,check
Police,seal,area
executive,should,cost
president,hold,meeting
PROPN,be,PROPN
PROPN,score,point
colleague,describe,PROPN
disapproval,could,recovery
people,have,advantage
event,include,race
father,give,bride
PROPN,invite,reader
wind,push,pan
PROPN,reiterate,support
PROPN,can,whistle
PROPN,bemoan,ageism
time,put,he
retailer,call,what
fund,sell,underperformer
procession,have,PROPN
official,say,PROPN
curfew,have,behaviour
list,underscore,emphasis
PROPN,set,PROPN
PROPN,take,advantage
PROPN,have,listing
critic,fault,plan
plane,generate,10
bank,can,trust
event,raise,money
refugee,have,border
splash,come,bush
PROPN,present,portrait
flower,arrive,gift
PROPN,give,he
action,will,tone
hundred,raise,flag
resident,approve,PROPN
resident,defeat,PROPN
number,say,nothing
ideology,have,destruction
setting,will,control
PROPN,hold,example
PROPN,sell,PROPN
PROPN,sell,machine
PROPN,sell,console
player,time,run
PROPN,mind,shower
people,give,view
victory,could,prospect
average,gain,percent
intervention,lend,succour
source,deny,this
nation,need,range
disc,must,view
official,say,part
attorney,will,decision
attorney,force,PROPN
PROPN,have,bid
work,never,achievement
war,shadow,relationship
one,can,destruction
research,show,benefit
kid,will,success
PROPN,have,action
PROPN,have,X
performance,have,view
PROPN,leave,team
film,tell,story
technique,be,membership
PROPN,increase,focus
t,show,emotion
party,reject,violence
PROPN,head,ball
share,have,rally
PROPN,release,statement
PROPN,offer,capability
PROPN,tell,PROPN
attorney,file,lawsuit
PROPN,give,jolt
PROPN,find,charge
talk,be,that
image,show,PROPN
legislation,represent,culmination
state,route,PROPN
PROPN,have,influence
PROPN,convert,and-4
PROPN,get,turnover
PROPN,mention,player
possibility,have,people
PROPN,hit,crash
PROPN,begin,solo
energy,inspire,we
PROPN,have,parallel
PROPN,threaten,standing
bank,hasn,rate
PROPN,replace,PROPN
giving,involve,agency
PROPN,call,area
bride,adjust,headwear
investor,be,report
team,have,that
investigator,be,advertiser
architect,take,advantage
administration,to,approval
concept,do,favour
wife,do,what
government,impose,curfew
PROPN,tie,it
scientist,overcome,skepticism
company,put,PROPN
PROPN,handle,it
analyst,expect,that
official,have,plan
drama,tell,story
inquest,return,verdict
PROPN,give,run
immigration,have,business
official,give,photocopy
patient,do,all
miner,have,10.6
amendment,would,power
custom,do,they
t,take,stand
consumer,have,right
report,show,insight
PROPN,gain,share
report,give,insight
state,have,law
archaeologist,find,fragment
figure,show,%
mother,surname,PROPN
music,complement,image
child,might,problem
PROPN,have,population
PROPN,have,bet
farmer,supply,milk
farmer,may,it
farmer,add,melamine
PROPN,may,range
police,arrest,people
drug,play,role
PROPN,have,conflict
fan,have,cut
employee,have,plan
officer,enter,apartment
PROPN,use,competition
nation,could,progress
PROPN,like,PROPN
clash,break,march
clash,begin,march
force,increase,number
backlash,surprise,PROPN
backlash,underline,that
PROPN,make,cut
streak,go,sweep
streak,include,sweep
half,set,which
half,recover,which
PROPN,report,revenue
PROPN,would,PROPN
activist,erect,marquee
pump,consume,energy
fan,consume,energy
trip,have,buzz
candidate,have,strength
individual,face,limit
child,have,footbridge
cell,would,abnormality
PROPN,tick,list
performance,have,return
decision,have,downside
PROPN,criticise,PROPN
PROPN,have,cabinet
side,have,right
bill,would,percent
nation,have,trial
tsunami,to,it
PROPN,step,penalty
company,have,project
PROPN,question,pursuit
PROPN,issue,forecast
PROPN,have,share
death,would,effect
earthquake,shake,PROPN
PROPN,hold,boy
way,give,incentive
PROPN,visit,scene
resident,make,claim
business,be,loan
bank,be,one
family,resent,that
council,reject,use
PROPN,average,point
PROPN,shoot,point
PROPN,make,percent
circulation,tick,percent
technique,have,police
tenant,to,landlord
damage,cause,disruption
candidate,have,mistake
PROPN,have,catch
PROPN,bring,share
haunch,block,view
PROPN,remind,investor
PROPN,take,PROPN
book,include,PROPN
PROPN,have,action
writer,can,impact
event,will,place
PROPN,be,team
PROPN,lead,team
wit,brighten,moment
decision,turn,spotlight
journalist,be,duty
number,kill,people
report,cite,piece
fool,lack,understanding
voice,do,letter
kid,word,letter
kid,can,picture
PROPN,twist,ankle
school,see,themselves
criminal,be,bottle
criminal,sell,they
work,have,he
PROPN,be,movie
homeowner,have,suggestion
PROPN,make,remark
government,have,PROPN
conference,hear,suggestion
PROPN,rate,PROPN
charity,spend,m
PROPN,have,opportunity
PROPN,can,message
liberal,have,we
ruling,dismiss,claim
equipment,have,picture
PROPN,to,attention
PROPN,record,album
system,would,improvement
punishment,harm,child
maker,have,suit
PROPN,should,license
PROPN,have,call
firm,sell,interest
insurgent,view,they
plant,would,electricity
competitor,may,medication
lender,be,offer
bird,weigh,pound
magazine,reach,reader
report,highlight,problem
firm,have,lawyer
constraint,be,lawyer
constraint,find,space
team,have,comment
star,conduct,inquest
PROPN,have,ambition
factor,might,risk
man,barricade,himself
man,open,fire
shot,strike,volley
factor,could,disease
voter,have,thought
Police,have,search
PROPN,say,PROPN
PROPN,write,which
researcher,submit,prescription
PROPN,dash,hope
PROPN,be,brother
storm,pack,wind
PROPN,suffer,bill
force,expect,rise
%,elect,they
PROPN,tip,attempt
player,end,run
group,have,request
foul,draw,ire
confrontation,reflect,shift
issue,need,study
PROPN,take,control
liberal,love,speech
liberal,lambaste,it
refugee,choose,diet
refugee,have,food
plane,bank,ocean
plane,hit,ocean
other,have,doubt
team,use,molecule
PROPN,get,season
market,report,fall
husband,find,website
assault,enter,day
t,don,it
interpretation,have,nothing
PROPN,need,sovereign
PROPN,dump,snow
appeal,have,effort
father,march,boy
critic,raise,point
PROPN,have,application
walker,be,charge
walker,will,charge
barber,get,16
buyer,bid,total
bombing,cause,death
PROPN,beat,one
PROPN,will,PROPN
PROPN,have,trouble
criminal,to,card
criminal,steal,identity
series,attract,people
thing,transcend,sound
PROPN,cut,job
leader,should,stick
leader,carry,stick
child,know,it
PROPN,improve,record
insurgent,be,road
insurgent,travel,road
growth,strengthen,movement
school,face,closure
PROPN,declare,vote
dog,charge,man
PROPN,sign,accord
business,to,fuel
guy,make,way
retrenchment,take,form
PROPN,welcome,release
other,may,pneumonia
PROPN,score,point
officer,have,part
PROPN,have,one
PROPN,attract,interest
incident,help,focus
PROPN,take,PROPN
schoolchildren,lobby,lawmaker
trailer,cost,"325,000"
PROPN,shoot,video
decision,may,result
player,react,humor
PROPN,win,that
PROPN,score,point
PROPN,post,birdie
specter,be,word
index,lose,cent
officer,do,PROPN
council,have,thing
blogger,get,wind
emphasis,strike,I
birder,come,use
birder,make,use
PROPN,feature,tent
PROPN,have,genocide
PROPN,deny,which
plan,could,consumer
discipline,play,role
PROPN,win,2
PROPN,reiterate,view
insider,tell,magazine
author,know,nothing
market,be,disaster
order,stop,he
PROPN,be,wife
wind,could,percent
PROPN,have,meeting
station,cut,comment
people,leave,farm
PROPN,sawine,PROPN
draft,leave,form
palm,be,one
PROPN,fund,subscription
PROPN,bless,heart
partnership,increase,vulnerability
PROPN,have,game
PROPN,get,reward
PROPN,have,medium
man,repeat,word
brother,gain,acclaim
PROPN,have,hundred
PROPN,have,reputation
automaker,be,space
lender,require,buyer
PROPN,be,nest
beat,keep,time
leader,have,promise
charge,accuse,he
school,have,it
PROPN,pay,troupe
country,have,law
PROPN,birdie,hole
birdie,begin,nine
class,support,campaign
police,be,case
grandparent,be,money
initiative,provide,opportunity
PROPN,use,run
Police,be,officer
PROPN,be,slump
recession,hit,market
PROPN,climb,some
viability,depend,list
government,have,list
PROPN,pay,"10,000"
PROPN,be,bill
PROPN,seize,control
victim,tell,mother
people,would,voting
mankind,be,PROPN
other,aren,t
rage,create,support
parent,use,phone
People,have,enough
worker,have,official
spice,rub,teaspoon
PROPN,hit,score
magazine,examine,some
lack,deliver,grâce
money,may,people
court,postpone,petition
PROPN,highlight,danger
innovator,can,market
explosion,kill,PROPN
explosion,wound,23
player,have,hit
parent,accept,money
documentary,require,consultation
PROPN,have,trauma
prize,could,clout
newspaper,have,vote
average,add,point
blast,take,place
PROPN,have,momentum
service,plug,datum
fish,break,PROPN
PROPN,have,threshold
casualty,worry,they
PROPN,have,cocaine
PROPN,take,cocaine
bride,wear,sweatpant
brewer,have,three
juxtaposition,highlight,penchant
ubiquitousness,win,plenty
PROPN,need,network
PROPN,do,one
PROPN,get,troop
newspaper,have,picture
influence,trump,effect
people,support,soldier
PROPN,have,reason
aftershock,rattle,people
leader,signal,difficulty
woman,face,that
PROPN,weren,t
bank,hand,detail
drug,get,this
PROPN,report,rise
thing,will,identification
PROPN,will,team
lecture,cram,PROPN
t,get,it
campaign,can,advantage
decision,have,nothing
other,get,dash
other,make,dash
PROPN,do,constraint
thousand,have,flame
PROPN,make,they
underdog,keep,they
move,follow,series
reduction,can,difficulty
PROPN,make,four
PROPN,put,advert
PROPN,receive,entry
t,need,president
question,mention,warming
trio,grab,victim
trio,keep,he
head,tell,lawmaker
PROPN,fit,description
local,call,it
entreaty,may,attendee
warming,will,permafrost
t,have,day
judge,reject,request
situation,be,normalization
PROPN,would,bill
audience,fill,stadium
PROPN,never,priority
PROPN,fear,bad
hundred,prevent,mourner
crisis,have,demand
PROPN,oppose,government
PROPN,share,commitment
raid,follow,arrest
administration,do,truth
general,would,problem
police,recover,kg
PROPN,might,sale
car,leave,pit
show,average,more
PROPN,complete,action
result,will,more
airline,to,dividend
golfer,get,half
PROPN,tell,PROPN
PROPN,should,what
PROPN,be,award
customer,arrive,he
hostess,present,he
step,move,PROPN
person,tell,PROPN
PROPN,be,relationship
PROPN,have,chance
PROPN,should,PROPN
PROPN,have,percent
airstrike,kill,militant
agency,will,family
corporation,administer,that
agent,will,county
survey,show,disparity
PROPN,be,treatment
PROPN,need,help
stamp,accompany,what
mother,have,sip
teammate,have,point
PROPN,feature,scene
t,match,power
PROPN,upend,PROPN
PROPN,face,foreclosure
boy,adore,he
PROPN,must,host
authority,block,access
ambulance,could,access
friend,have,phone
friend,urge,knifeman
other,put,head
farm,will,penny
rally,have,nothing
drop,would,confidence
life,have,change
jitter,helped,index
PROPN,have,flooding
voice,free,he
PROPN,give,lead
worker,be,job
worker,find,it
native,don,that
employer,lose,funding
PROPN,announce,withdrawal
replacement,take,chance
inclusion,draw,criticism
ant,select,home
PROPN,rise,aid
worker,seek,aid
PROPN,win,game
PROPN,remain,game
PROPN,do,birdie
PROPN,face,year
manufacturer,have,timeline
judge,tell,she
police,could,he
PROPN,apologise,daughter
PROPN,stab,daughter
PROPN,have,support
PROPN,set,standard
one,can,otter
policy,strike,balance
PROPN,kill,all
offer,could,board
robot,will,area
PROPN,have,time
PROPN,win,title
datum,will,calendar
PROPN,hold,PROPN
deliberation,be,urgency
president,be,pressure
scientist,be,mouse
PROPN,have,fray
PROPN,bind,song
PROPN,have,category
statistic,obtain,drop
statistic,indicate,drop
officer,be,collision
lane,would,collision
student,will,problem
PROPN,have,scheme
PROPN,have,e
PROPN,have,most
darling,have,go
board,have,member
alliance,break,contact
PROPN,downplay,report
PROPN,have,opportunity
PROPN,haul,PROPN
PROPN,use,5
school,include,child
PROPN,will,channel
doctor,to,organ
side,represent,PROPN
company,use,that
people,lose,job
something,will,show
news,demonstrate,risk
architect,can,effrontery
PROPN,launch,which
PROPN,want,confirmation
proposal,have,protest
plan,will,job
student,mention,fondness
group,spend,much
group,have,effort
message,draw,reaction
foible,enhance,status
parent,might,police
mattress,wasn,t
company,provide,capital
blog,have,PROPN
trade,mark,end
sense,will,hardliner
PROPN,have,choice
PROPN,hasn,conversation
shot,sail,chance
company,be,challenge
reporter,vote,it
reporter,keep,it
state,add,caseworker
taxpayer,may,bill
PROPN,produce,gigawatt
helicopter,deliver,noodle
insurgent,launch,attack
%,involve,knife
PROPN,throw,hitter
PROPN,make,save
church,do,people
move,follow,attempt
PROPN,have,more
boy,should,trial
PROPN,gain,notoriety
threat,have,slide
event,will,we
PROPN,rebuild,country
carrier,could,role
PROPN,be,member
PROPN,would,ceremony
sun,tattoo,head
PROPN,issue,fatwa
sterilization,affect,procreation
forecaster,predict,inch
temperature,may,cost
temperature,argue,cost
PROPN,mislead,shareholder
PROPN,would,year
opposition,have,negotiation
citizen,to,PROPN
citizen,sing,PROPN
citizen,taunt,PROPN
PROPN,cannot,that
man,open,fire
man,barricade,himself
deputy,track,she
oracle,have,willing
pound,waste,gallon
emirate,will,delivery
police,burst,woman
police,check,woman
year,have,source
jean,be,waste
PROPN,would,coverage
PROPN,be,masse
PROPN,sideline,grand
troop,use,what
PROPN,say,emphasis
sector,to,cost
PROPN,ready,themselves
PROPN,tell,troop
drawing,give,exposure
government,should,percent
chairman,criticize,deal
violation,have,consequence
woman,have,I
bank,have,tool
PROPN,borrow,money
PROPN,could,state
PROPN,lose,vote
PROPN,have,we
PROPN,play,round
PROPN,feed,peppermint
family,comb,wreckage
%,have,property
PROPN,will,infringement
PROPN,will,concession
regulator,have,scrutiny
PROPN,place,order
change,be,anxiety
PROPN,can,PROPN
PROPN,must,PROPN
PROPN,hit,forehand
PROPN,score,touchdown
defense,take,it
rifleman,shoot,man
PROPN,have,privilege
performance,could,PROPN
spokesman,say,detail
course,will,those
course,have,licence
firm,assure,worker
actress,light,flame
president,do,it
PROPN,allow,sack
fan,mount,thrust
fan,achieve,thrust
recession,weaken,demand
passion,have,way
PROPN,outdistance,competition
investigator,find,body
occasion,have,point
soldier,taste,powder
employee,keep,eye
campaigning,make,difference
commentary,acknowledge,shift
crisis,pose,challenge
PROPN,will,court
PROPN,to,sovereignty
PROPN,run,program
PROPN,have,hiccup
PROPN,share,information
family,love,everything
man,know,recipe
PROPN,might,conflict
underbrush,be,sharing
beach,have,series
photo,bring,scene
PROPN,arouse,suspicion
PROPN,will,competence
PROPN,tell,reporter
people,ignore,risk
point,lead,PROPN
force,topple,PROPN
exchange,kill,20
exchange,injure,people
official,pay,charge
woman,refuse,which
number,face,competition
agency,have,progress
Police,recover,gun
one,kill,girl
PROPN,oppose,plan
PROPN,oppose,attempt
people,be,bug
PROPN,hit,head
ruling,cap,battle
helicopter,will,capacity
event,will,time
man,will,stage
number,cause,distress
investment,to,operation
PROPN,do,all
man,take,paroxetine
PROPN,lead,campaign
PROPN,have,roof
episode,have,view
supplier,dilute,milk
PROPN,earn,that
membrane,will,it
crisis,hasn,PROPN
eyewitness,tell,lavatory
minister,have,office
PROPN,have,18
PROPN,offer,voice
PROPN,host,PROPN
PROPN,have,point
rescuer,find,people
PROPN,shoot,69
PROPN,catch,69
authority,close,entrance
writer,take,it
PROPN,have,envoy
PROPN,incorporate,research
label,include,information
group,interview,people
PROPN,dismiss,writing
t,reflect,belief
system,hire,company
handful,have,week
obituary,bring,memory
PROPN,issue,statement
overfishing,have,rise
government,take,number
tool,run,element
tool,combine,element
flood,cause,option
resident,show,mark
company,raise,forecast
investor,pocket,difference
group,reach,dolphin
outfit,will,executive
speech,convince,she
hundred,crowd,forum
PROPN,be,asset
t,recognize,fault
it,glamorize,kind
it,normalize,kind
girl,see,they
PROPN,have,PROPN
report,accept,need
proposal,will,PROPN
PROPN,order,county
executive,keep,percent
competition,include,player
PROPN,face,upsurge
man,need,bit
lack,could,strategy
%,report,experience
man,suffer,skull
PROPN,will,competitor
PROPN,will,competitor
PROPN,would,pirate
governor,welcome,sign
recession,will,impact
share,have,third
volunteer,describe,moment
study,have,PROPN
one,stink,PROPN
player,follow,suit
group,have,PROPN
people,have,mind
bombing,serve,purpose
total,tackle,fire
PROPN,have,year
fame,have,outlook
motto,be,they
performance,will,benefit
news,come,t
company,didn,t
PROPN,have,way
PROPN,tell,PROPN
PROPN,lead,much
kid,be,it
plan,would,extension
lawmaker,have,which
hotel,would,hundred
PROPN,accomplish,mission
provider,have,incentive
customer,demand,it
customer,should,rating
picture,show,man
bushman,have,visa
t,didn,PROPN
commission,launch,study
PROPN,clock,time
figure,contain,confirmation
stripper,obtain,card
PROPN,note,nature
PROPN,would,you
boss,have,demolition
bullpen,could,lead
PROPN,to,place
t,need,pressure
comedian,arrive,audience
comedian,address,audience
t,have,standard
post,would,power
study,find,percent
suitcase,would,loaf
PROPN,deploy,tool
worker,can,inconvenience
PROPN,own,restaurant
PROPN,pass,package
category,include,ear
people,hate,it
trip,evoke,quality
resident,use,name
PROPN,teach,course
action,will,tension
PROPN,do,level
medication,may,behavior
building,arouse,opposition
end,have,power
stream,have,critic
contact,should,solution
republican,sit,nothing
republican,do,nothing
PROPN,deny,existence
PROPN,could,priority
club,will,he
PROPN,say,what
PROPN,sign,it
PROPN,draw,handgun
PROPN,follow,lead
atheist,write,number
people,want,that
family,have,option
PROPN,secure,title
PROPN,take,throne
PROPN,score,run
newspaper,have,reward
defense,guess,lead
PROPN,whip,shirt
people,be,moment
assault,send,signal
PROPN,can,they
grader,take,it
one,can,answer
parent,receive,victory
race,have,fear
procedure,will,outcome
force,have,area
farming,have,percent
bird,eat,squirrel
group,slaughter,goat
PROPN,have,bottom
PROPN,have,estimate
bank,acquire,PROPN
researcher,urge,PROPN
patient,call,911
PROPN,inspire,imagination
PROPN,add,ball
volume,have,warning
government,ban,PROPN
official,announce,death
PROPN,sign,contract
government,require,employer
PROPN,lose,election
PROPN,have,goal
organisation,have,responsibility
analyst,expect,profit
kick,beat,keeper
gold,extend,rally
Police,seize,pistol
PROPN,have,control
bank,must,report
complaint,suggest,much
driver,will,more
vision,have,shape
crisis,sort,itself
PROPN,have,chance
ministry,deny,this
brother,fight,finding
auction,feature,item
explosion,take,place
criticism,have,he
emperor,have,clothe
audacity,may,pressure
permutation,define,identity
judge,score,fight
decision,help,bank
chemical,can,tissue
chemical,destroy,tissue
soap,cause,diarrhea
spokesman,have,bi
PROPN,to,holiday
PROPN,have,support
recovery,could,round
government,must,injection
coroner,call,what
PROPN,increase,bid
accuracy,lack,precision
manager,want,I
stimulus,play,role
sign,think,role
PROPN,have,PROPN
loss,weaken,grip
member,stake,home
member,arrest,PROPN
thisâ,may,trademark
campaign,emphasise,logic
force,finish,top
research,suggest,relief
promoter,be,"44,000"
t,didn,whit
t,do,PROPN
rottweiler,say,what
jury,convict,he
prosecutor,call,what
visit,indicate,evidence
PROPN,have,interest
loss,cost,PROPN
PROPN,flee,PROPN
boy,stand,they
boy,join,they
percent,receive,antidepressant
partner,respond,heart
family,open,home
PROPN,come,home
airline,unload,sort
country,need,money
minster,have,parrot
group,discuss,scenario
boy,do,scenario
PROPN,make,six
PROPN,score,point
PROPN,hit,homer
PROPN,build,cushion
PROPN,tell,reporter
dieting,will,they
camp,want,figure
friend,change,school
friend,leave,daughter
police,do,source
failure,would,job
class,do,work
PROPN,pose,autograph
PROPN,sign,autograph
PROPN,ask,she
PROPN,tell,she
PROPN,have,move
approach,broaden,reach
luxury,have,duty
stream,get,your
authority,test,air
authority,find,level
question,will,something
framework,would,set
PROPN,can,way
figure,show,backdrop
PROPN,describe,himself
PROPN,be,play
moment,occur,word
PROPN,must,flashback
PROPN,say,it
PROPN,base,finding
force,have,fighter
force,thwart,push
plan,would,taxis
plan,trim,PROPN
administration,call,what
percent,oppose,extension
origin,have,exploration
wife,influence,policy
PROPN,will,decision
PROPN,endorse,he
group,will,support
leader,will,-
son,complete,study
PROPN,want,everyone
girl,be,treatment
official,mark,ball
rancher,find,skull
force,be,offensive
PROPN,hide,existence
father,have,link
PROPN,dress,we
people,keep,faith
home,can,"2,000"
PROPN,sing,what
PROPN,get,information
PROPN,have,"4,000"
PROPN,leave,PROPN
people,make,call
request,will,they
withdrawal,would,consequence
t,bring,any
detective,arrest,man
detective,question,he
PROPN,to,knowledge
family,will,vaccine
PROPN,spend,night
t,love,anyone
dollar,have,drawback
percent,meet,standard
revelation,will,woman
closure,strand,dozen
police,block,road
police,stymie,effort
adult,can,potential
PROPN,claim,that
fee,run,220
program,store,datum
union,accuse,PROPN
device,have,impact
PROPN,get,transfer
prosecutor,characterize,PROPN
PROPN,hold,position
criticism,show,ignorance
campaign,have,that
kind,be,care
kind,to,care
taxis,be,addition
court,support,ruling
teenager,hit,slope
scientist,to,change
scientist,analyze,change
demand,be,supply
PROPN,contain,article
form,have,filter
PROPN,hit,crossbar
farmer,can,food
attorney,argue,point
innuendo,keep,parent
PROPN,could,time
PROPN,say,PROPN
PROPN,tell,PROPN
PROPN,question,decision
t,dissuade,surfer
county,bank,"50,000"
government,deny,permission
website,have,version
sea,swallow,house
scientist,rule,disease
game,draw,crowd
lawyer,accuse,prosecutor
PROPN,would,deployment
PROPN,go,one
concern,become,permit
concern,be,permit
party,have,reform
PROPN,be,mound
PROPN,have,year
PROPN,complete,season
president,set,goal
PROPN,hit,shot
PROPN,end,quarter
PROPN,cut,deficit
driver,speed,PROPN
PROPN,may,we
history,have,we
PROPN,score,point
student,leave,school
